targ_0,targ_1,targ_2
2.0,18.0,1.7726044654846191
2.0,18.0,1.7726044654846191
2.0,18.0,1.0160775184631348
2.0,18.0,1.0160775184631348
2.0,18.0,1.0160775184631348
2.0,18.0,1.7727782726287842
2.0,18.0,1.7727782726287842
2.0,18.0,1.7727782726287842
2.0,18.0,1.8889923095703125
2.0,18.0,1.8889923095703125
2.0,18.0,1.8889923095703125
2.0,18.0,1.2372206449508667
2.0,18.0,1.2372206449508667
2.0,18.0,1.2372206449508667
2.0,18.0,1.2372206449508667
2.0,18.0,1.2372206449508667
2.0,18.0,1.772632122039795
2.0,18.0,1.772632122039795
2.0,18.0,1.772632122039795
2.0,18.0,1.5363247394561768
2.0,18.0,1.5363247394561768
2.0,18.0,1.5363247394561768
2.0,18.0,1.5363247394561768
2.0,18.0,2.645942211151123
2.0,18.0,2.645942211151123
2.0,18.0,2.645942211151123
2.0,18.0,2.6408257484436035
2.0,18.0,2.6408257484436035
2.0,18.0,2.6408257484436035
2.0,18.0,1.8355002403259277
2.0,18.0,1.8355002403259277
2.0,18.0,1.8355002403259277
2.0,18.0,1.7776765823364258
2.0,18.0,1.7776765823364258
2.0,18.0,1.7776765823364258
2.0,18.0,1.7776765823364258
2.0,18.0,1.7726253271102905
2.0,18.0,1.7726253271102905
2.0,18.0,1.3651660680770874
2.0,18.0,1.3651660680770874
2.0,18.0,1.3651660680770874
2.0,18.0,1.7727230787277222
2.0,18.0,1.7727230787277222
2.0,18.0,1.7727230787277222
2.0,18.0,1.1322126388549805
2.0,18.0,1.1322126388549805
2.0,18.0,1.1322126388549805
2.0,18.0,1.1322126388549805
2.0,18.0,1.1322126388549805
2.0,18.0,1.0753490924835205
2.0,18.0,1.0753490924835205
2.0,18.0,1.0753490924835205
2.0,18.0,1.0753490924835205
2.0,18.0,1.0753490924835205
2.0,18.0,1.7726644277572632
2.0,18.0,1.7726644277572632
2.0,18.0,1.7726644277572632
2.0,18.0,1.8892927169799805
2.0,18.0,1.8892927169799805
2.0,18.0,1.8892927169799805
2.0,18.0,1.8844166994094849
2.0,18.0,1.8844166994094849
2.0,18.0,1.8844166994094849
2.0,18.0,1.248661756515503
2.0,18.0,1.248661756515503
2.0,18.0,1.248661756515503
2.0,18.0,2.6929385662078857
2.0,18.0,2.6929385662078857
2.0,18.0,2.6929385662078857
2.0,18.0,2.6929385662078857
2.0,18.0,1.4232040643692017
2.0,18.0,1.4232040643692017
2.0,18.0,1.4232040643692017
2.0,18.0,1.015869379043579
2.0,18.0,1.015869379043579
2.0,18.0,1.015869379043579
2.0,18.0,1.3179757595062256
2.0,18.0,1.3179757595062256
2.0,18.0,1.3179757595062256
2.0,18.0,1.3179757595062256
2.0,18.0,1.5399380922317505
2.0,18.0,1.5399380922317505
2.0,18.0,1.5399380922317505
2.0,18.0,2.645763874053955
2.0,18.0,2.645763874053955
2.0,18.0,2.645763874053955
2.0,18.0,2.645763874053955
2.0,18.0,1.1298551559448242
2.0,18.0,1.1298551559448242
2.0,18.0,1.1298551559448242
2.0,18.0,1.6589845418930054
2.0,18.0,1.6589845418930054
2.0,18.0,1.6589845418930054
2.0,18.0,1.5335232019424438
2.0,18.0,1.5335232019424438
2.0,18.0,1.5335232019424438
2.0,16.0,1.0902750492095947
2.0,16.0,1.0902750492095947
2.0,16.0,1.0902750492095947
2.0,16.0,1.0902750492095947
2.0,18.0,2.699516534805298
2.0,18.0,2.699516534805298
2.0,18.0,2.699516534805298
2.0,18.0,1.1324445009231567
2.0,18.0,1.1324445009231567
2.0,16.0,1.2087911367416382
2.0,16.0,1.2087911367416382
2.0,16.0,1.2087911367416382
2.0,16.0,1.2087911367416382
2.0,16.0,1.4296108484268188
2.0,16.0,1.4296108484268188
2.0,16.0,1.4296108484268188
2.0,16.0,1.4296108484268188
2.0,18.0,1.3070143461227417
2.0,18.0,1.3070143461227417
2.0,18.0,1.3070143461227417
2.0,18.0,1.7725943326950073
2.0,18.0,1.7725943326950073
2.0,18.0,1.7725943326950073
2.0,16.0,2.5288100242614746
2.0,16.0,2.5288100242614746
2.0,16.0,2.5288100242614746
2.0,16.0,1.1315429210662842
2.0,16.0,1.1315429210662842
2.0,16.0,1.1315429210662842
2.0,18.0,1.7726293802261353
2.0,18.0,1.7726293802261353
2.0,18.0,1.7726293802261353
2.0,18.0,1.0159481763839722
2.0,18.0,1.0159481763839722
2.0,18.0,1.0159481763839722
2.0,18.0,2.351611852645874
2.0,18.0,2.351611852645874
2.0,18.0,2.351611852645874
2.0,18.0,1.0158551931381226
2.0,18.0,1.0158551931381226
2.0,18.0,1.0158551931381226
2.0,18.0,1.3541749715805054
2.0,18.0,1.3541749715805054
2.0,18.0,1.3541749715805054
2.0,18.0,2.0623574256896973
2.0,18.0,2.0623574256896973
2.0,18.0,2.0623574256896973
2.0,18.0,2.0623574256896973
2.0,18.0,2.0623574256896973
2.0,18.0,1.95204496383667
2.0,18.0,1.95204496383667
2.0,18.0,1.95204496383667
2.0,18.0,1.95204496383667
2.0,18.0,1.95204496383667
2.0,18.0,1.95204496383667
2.0,18.0,1.95204496383667
2.0,18.0,1.95204496383667
2.0,18.0,1.015863299369812
2.0,18.0,1.015863299369812
2.0,18.0,1.015863299369812
2.0,18.0,1.015863299369812
2.0,18.0,2.645612955093384
2.0,18.0,2.645612955093384
2.0,18.0,2.645612955093384
2.0,18.0,2.6459450721740723
2.0,18.0,2.6459450721740723
2.0,18.0,2.6459450721740723
2.0,18.0,1.5412282943725586
2.0,18.0,1.5412282943725586
2.0,18.0,1.5412282943725586
2.0,18.0,1.5412282943725586
2.0,18.0,1.5412282943725586
2.0,18.0,1.5412282943725586
2.0,18.0,1.5412282943725586
2.0,16.0,1.0011564493179321
2.0,16.0,1.0011564493179321
2.0,18.0,1.2439488172531128
2.0,18.0,1.2439488172531128
2.0,18.0,1.2439488172531128
2.0,18.0,1.1324585676193237
2.0,18.0,1.1324585676193237
2.0,18.0,1.1324585676193237
2.0,18.0,1.1324585676193237
2.0,18.0,1.1324585676193237
2.0,18.0,1.884421467781067
2.0,18.0,1.884421467781067
2.0,18.0,1.884421467781067
2.0,18.0,1.0159192085266113
2.0,18.0,1.0159192085266113
2.0,18.0,1.0159192085266113
2.0,18.0,1.7727177143096924
2.0,18.0,1.7727177143096924
2.0,18.0,1.7727177143096924
2.0,18.0,1.7727177143096924
2.0,18.0,1.7727177143096924
2.0,18.0,1.0206369161605835
2.0,18.0,1.0206369161605835
2.0,18.0,1.0206369161605835
2.0,16.0,1.3733947277069092
2.0,16.0,1.3733947277069092
2.0,16.0,1.3733947277069092
2.0,18.0,1.0207622051239014
2.0,18.0,1.0207622051239014
2.0,18.0,1.0207622051239014
2.0,18.0,1.7677634954452515
2.0,18.0,1.7677634954452515
2.0,18.0,1.4231454133987427
2.0,18.0,1.4231454133987427
2.0,18.0,2.2966725826263428
2.0,18.0,2.2966725826263428
2.0,18.0,2.2966725826263428
2.0,18.0,2.2966725826263428
2.0,18.0,1.1955618858337402
2.0,18.0,1.1955618858337402
2.0,18.0,1.1955618858337402
2.0,18.0,2.4723973274230957
2.0,18.0,2.4723973274230957
2.0,18.0,2.4723973274230957
2.0,18.0,1.4690865278244019
2.0,18.0,1.4690865278244019
2.0,18.0,1.4690865278244019
2.0,18.0,1.7726887464523315
2.0,18.0,1.7726887464523315
2.0,18.0,1.7726887464523315
2.0,16.0,1.0297164916992188
2.0,16.0,1.0297164916992188
2.0,16.0,1.0297164916992188
2.0,16.0,1.0297164916992188
2.0,18.0,2.000795841217041
2.0,18.0,2.000795841217041
2.0,18.0,2.000795841217041
2.0,18.0,1.7126550674438477
2.0,18.0,1.7126550674438477
2.0,18.0,1.7126550674438477
2.0,18.0,1.7126550674438477
2.0,18.0,1.2489548921585083
2.0,18.0,1.2489548921585083
2.0,18.0,1.2489548921585083
2.0,18.0,1.6969408988952637
2.0,18.0,1.6969408988952637
2.0,18.0,1.6969408988952637
2.0,18.0,1.6969408988952637
2.0,18.0,1.0755276679992676
2.0,18.0,1.0755276679992676
2.0,18.0,1.0755276679992676
2.0,16.0,1.0107251405715942
2.0,16.0,1.0107251405715942
2.0,16.0,1.0107251405715942
2.0,16.0,1.0107251405715942
2.0,16.0,1.0107251405715942
2.0,18.0,2.2919015884399414
2.0,18.0,2.2919015884399414
2.0,18.0,2.2919015884399414
2.0,16.0,1.3664274215698242
2.0,16.0,1.3664274215698242
2.0,16.0,1.3664274215698242
2.0,16.0,1.3664274215698242
2.0,16.0,1.3664274215698242
2.0,18.0,1.0160964727401733
2.0,18.0,1.0160964727401733
2.0,18.0,1.0160964727401733
2.0,18.0,1.0160964727401733
2.0,16.0,1.0229148864746094
2.0,16.0,1.0229148864746094
2.0,16.0,1.0229148864746094
2.0,16.0,1.0229148864746094
2.0,18.0,2.6408371925354004
2.0,18.0,2.6408371925354004
2.0,18.0,2.6408371925354004
2.0,18.0,1.0161455869674683
2.0,18.0,1.0161455869674683
2.0,18.0,1.0161455869674683
14.0,12.0,1.2032582759857178
14.0,12.0,1.2032582759857178
2.0,18.0,1.798527479171753
2.0,18.0,1.798527479171753
2.0,18.0,1.798527479171753
2.0,18.0,1.4852838516235352
2.0,18.0,1.4852838516235352
2.0,18.0,1.4852838516235352
2.0,18.0,1.7727957963943481
2.0,18.0,1.7727957963943481
2.0,18.0,1.7727957963943481
2.0,18.0,2.0053484439849854
2.0,18.0,2.0053484439849854
2.0,18.0,2.0053484439849854
2.0,18.0,1.015798568725586
2.0,18.0,1.015798568725586
2.0,18.0,1.015798568725586
2.0,18.0,1.2418736219406128
2.0,18.0,1.2418736219406128
2.0,18.0,1.2418736219406128
2.0,18.0,1.2418736219406128
2.0,18.0,1.2418736219406128
2.0,18.0,1.2418736219406128
2.0,18.0,1.1323561668395996
2.0,18.0,1.1323561668395996
2.0,18.0,1.1323561668395996
2.0,18.0,1.1369876861572266
2.0,18.0,1.1369876861572266
2.0,18.0,1.1369876861572266
2.0,18.0,1.8264293670654297
2.0,18.0,1.8264293670654297
2.0,18.0,1.8264293670654297
2.0,18.0,1.8264293670654297
2.0,18.0,1.8264293670654297
2.0,18.0,2.0103139877319336
2.0,18.0,2.0103139877319336
2.0,18.0,2.0103139877319336
2.0,18.0,1.1324646472930908
2.0,18.0,1.1324646472930908
2.0,18.0,1.1324646472930908
2.0,18.0,2.6895253658294678
2.0,18.0,2.6895253658294678
2.0,18.0,2.6895253658294678
2.0,18.0,2.6895253658294678
2.0,18.0,2.6895253658294678
2.0,18.0,2.6895253658294678
2.0,18.0,1.7726051807403564
2.0,18.0,1.7726051807403564
2.0,18.0,2.650667428970337
2.0,18.0,2.650667428970337
2.0,18.0,2.650667428970337
2.0,18.0,2.650667428970337
2.0,18.0,1.7728443145751953
2.0,18.0,1.7728443145751953
2.0,18.0,1.7728443145751953
2.0,18.0,1.0785447359085083
2.0,18.0,1.0785447359085083
2.0,18.0,1.0785447359085083
2.0,18.0,1.0785447359085083
2.0,18.0,1.3652300834655762
2.0,18.0,1.3652300834655762
2.0,18.0,1.3652300834655762
2.0,18.0,1.3652300834655762
2.0,18.0,1.3652300834655762
2.0,18.0,1.3652300834655762
2.0,18.0,1.0158963203430176
2.0,18.0,1.0158963203430176
2.0,18.0,1.0158963203430176
2.0,18.0,1.0158963203430176
2.0,18.0,1.0158963203430176
2.0,18.0,1.7599613666534424
2.0,18.0,1.7599613666534424
2.0,18.0,1.7599613666534424
2.0,18.0,1.7599613666534424
2.0,18.0,1.7599613666534424
2.0,18.0,1.015822172164917
2.0,18.0,1.015822172164917
2.0,18.0,1.015822172164917
2.0,18.0,1.772690773010254
2.0,18.0,1.772690773010254
2.0,18.0,1.772690773010254
2.0,18.0,1.772690773010254
2.0,18.0,1.772690773010254
2.0,18.0,1.772690773010254
2.0,18.0,1.772690773010254
2.0,18.0,1.0741114616394043
2.0,18.0,1.0741114616394043
2.0,18.0,1.0741114616394043
2.0,16.0,1.1251684427261353
2.0,16.0,1.1251684427261353
2.0,16.0,1.1251684427261353
2.0,16.0,1.1251684427261353
2.0,16.0,1.1251684427261353
2.0,18.0,2.645921468734741
2.0,18.0,2.645921468734741
2.0,18.0,2.645921468734741
2.0,18.0,2.645921468734741
2.0,18.0,1.3651829957962036
2.0,18.0,1.3651829957962036
2.0,18.0,2.6460158824920654
2.0,18.0,2.6460158824920654
2.0,18.0,2.6460158824920654
2.0,18.0,2.6460022926330566
2.0,18.0,2.6460022926330566
2.0,18.0,2.6460022926330566
2.0,18.0,2.6460022926330566
2.0,16.0,1.3052396774291992
2.0,16.0,1.3052396774291992
2.0,16.0,1.3052396774291992
2.0,18.0,1.4235934019088745
2.0,18.0,1.4235934019088745
2.0,18.0,1.4235934019088745
2.0,18.0,2.131193161010742
2.0,18.0,2.131193161010742
2.0,18.0,2.131193161010742
2.0,18.0,2.131193161010742
2.0,18.0,1.7728732824325562
2.0,18.0,1.7728732824325562
2.0,18.0,1.7728732824325562
2.0,18.0,1.480776309967041
2.0,18.0,1.480776309967041
2.0,18.0,1.480776309967041
2.0,18.0,1.8873759508132935
2.0,18.0,1.8873759508132935
2.0,18.0,1.8873759508132935
2.0,16.0,2.542724609375
2.0,16.0,2.542724609375
2.0,16.0,2.542724609375
2.0,16.0,2.542724609375
2.0,18.0,2.6459200382232666
2.0,18.0,2.6459200382232666
2.0,18.0,2.6459200382232666
2.0,16.0,1.1896846294403076
2.0,16.0,1.1896846294403076
2.0,16.0,1.1896846294403076
2.0,18.0,1.1128581762313843
2.0,18.0,1.1128581762313843
2.0,18.0,1.1128581762313843
2.0,18.0,1.1128581762313843
2.0,18.0,1.1128581762313843
2.0,18.0,1.1128581762313843
2.0,18.0,1.1128581762313843
2.0,16.0,1.7214295864105225
2.0,16.0,1.7214295864105225
2.0,16.0,1.7214295864105225
2.0,16.0,1.7214295864105225
2.0,16.0,1.7214295864105225
2.0,18.0,2.021484375
2.0,18.0,2.021484375
2.0,18.0,2.021484375
2.0,18.0,2.021484375
2.0,18.0,2.021484375
2.0,18.0,1.1906696557998657
2.0,18.0,1.1906696557998657
2.0,18.0,1.1906696557998657
2.0,18.0,1.1256057024002075
2.0,18.0,1.1256057024002075
2.0,18.0,1.1256057024002075
2.0,18.0,1.4232491254806519
2.0,18.0,1.4232491254806519
2.0,18.0,1.3600050210952759
2.0,18.0,1.3600050210952759
2.0,18.0,1.3600050210952759
2.0,18.0,1.3600050210952759
2.0,18.0,1.3600050210952759
2.0,18.0,1.0158295631408691
2.0,18.0,1.0158295631408691
2.0,18.0,1.0158295631408691
2.0,16.0,1.579886794090271
2.0,16.0,1.579886794090271
2.0,16.0,1.579886794090271
2.0,16.0,1.579886794090271
2.0,16.0,1.579886794090271
2.0,18.0,1.132460594177246
2.0,18.0,1.132460594177246
2.0,18.0,1.132460594177246
2.0,18.0,2.6997079849243164
2.0,18.0,2.6997079849243164
2.0,18.0,2.6997079849243164
2.0,18.0,2.6997079849243164
2.0,18.0,2.6997079849243164
2.0,18.0,2.6997079849243164
2.0,18.0,2.6997079849243164
2.0,18.0,2.6997079849243164
2.0,18.0,1.6653488874435425
2.0,18.0,1.6653488874435425
2.0,18.0,1.6653488874435425
2.0,18.0,1.6653488874435425
2.0,18.0,1.6653488874435425
2.0,18.0,1.6653488874435425
2.0,16.0,2.0662612915039062
2.0,16.0,2.0662612915039062
2.0,16.0,2.0662612915039062
2.0,16.0,2.0662612915039062
2.0,16.0,2.0662612915039062
2.0,16.0,2.0662612915039062
2.0,18.0,1.3499478101730347
2.0,18.0,1.3499478101730347
2.0,18.0,1.3499478101730347
2.0,18.0,1.3499478101730347
2.0,18.0,1.3499478101730347
2.0,18.0,1.3499478101730347
2.0,18.0,1.3499478101730347
2.0,18.0,2.115741014480591
2.0,18.0,2.115741014480591
2.0,18.0,2.115741014480591
2.0,18.0,1.0161051750183105
2.0,18.0,1.0161051750183105
2.0,18.0,1.0161051750183105
2.0,18.0,1.7725114822387695
2.0,18.0,1.7725114822387695
2.0,18.0,1.7725114822387695
2.0,16.0,1.7602241039276123
2.0,16.0,1.7602241039276123
2.0,16.0,1.7602241039276123
2.0,16.0,1.7602241039276123
2.0,18.0,1.0159293413162231
2.0,18.0,1.0159293413162231
2.0,18.0,1.0159293413162231
2.0,18.0,1.0159293413162231
2.0,16.0,2.6525661945343018
2.0,16.0,2.6525661945343018
2.0,16.0,2.6525661945343018
2.0,16.0,2.6525661945343018
2.0,18.0,1.008509874343872
2.0,18.0,1.008509874343872
2.0,18.0,1.008509874343872
2.0,18.0,1.008509874343872
2.0,18.0,1.008509874343872
2.0,18.0,1.0161044597625732
2.0,18.0,1.0161044597625732
2.0,18.0,1.0161044597625732
2.0,18.0,1.889134407043457
2.0,18.0,1.889134407043457
2.0,18.0,1.889134407043457
2.0,18.0,1.7725142240524292
2.0,18.0,1.7725142240524292
2.0,18.0,1.7725142240524292
2.0,18.0,1.827797770500183
2.0,18.0,1.827797770500183
2.0,18.0,1.827797770500183
2.0,16.0,1.9890804290771484
2.0,16.0,1.9890804290771484
2.0,16.0,1.9890804290771484
2.0,16.0,1.9890804290771484
2.0,16.0,2.1980183124542236
2.0,16.0,2.1980183124542236
2.0,16.0,2.1980183124542236
2.0,16.0,2.1980183124542236
2.0,18.0,1.0157946348190308
2.0,18.0,1.0157946348190308
2.0,18.0,1.2509424686431885
2.0,18.0,1.2509424686431885
2.0,18.0,1.2509424686431885
2.0,18.0,1.2509424686431885
2.0,18.0,1.1196516752243042
2.0,18.0,1.1196516752243042
2.0,18.0,1.1196516752243042
2.0,18.0,1.1196516752243042
2.0,16.0,1.129518985748291
2.0,16.0,1.129518985748291
2.0,16.0,1.129518985748291
2.0,16.0,1.129518985748291
2.0,18.0,1.6559640169143677
2.0,18.0,1.6559640169143677
2.0,18.0,1.6559640169143677
2.0,18.0,1.6559640169143677
2.0,18.0,1.6559640169143677
2.0,18.0,1.6559640169143677
2.0,18.0,1.7149405479431152
2.0,18.0,1.7149405479431152
2.0,18.0,1.7149405479431152
2.0,18.0,1.7149405479431152
2.0,16.0,1.9665497541427612
2.0,16.0,1.9665497541427612
2.0,16.0,1.9665497541427612
2.0,16.0,1.9665497541427612
2.0,18.0,2.4678916931152344
2.0,18.0,2.4678916931152344
2.0,18.0,2.4678916931152344
2.0,18.0,2.4678916931152344
2.0,18.0,2.4678916931152344
2.0,18.0,1.127611517906189
2.0,18.0,1.127611517906189
2.0,18.0,1.127611517906189
2.0,18.0,2.2376132011413574
2.0,18.0,2.2376132011413574
2.0,18.0,2.2376132011413574
2.0,18.0,2.1221821308135986
2.0,18.0,2.1221821308135986
2.0,18.0,2.1221821308135986
2.0,18.0,2.1221821308135986
2.0,18.0,2.1221821308135986
2.0,18.0,1.5807323455810547
2.0,18.0,1.5807323455810547
2.0,18.0,1.5807323455810547
2.0,18.0,1.5807323455810547
2.0,18.0,1.0157616138458252
2.0,18.0,1.0157616138458252
2.0,18.0,1.0157616138458252
2.0,18.0,2.7027668952941895
2.0,18.0,2.7027668952941895
2.0,18.0,2.7027668952941895
2.0,18.0,2.2965404987335205
2.0,18.0,2.2965404987335205
2.0,18.0,2.2965404987335205
2.0,18.0,1.0157265663146973
2.0,18.0,1.0157265663146973
2.0,18.0,1.0157265663146973
2.0,18.0,1.8889074325561523
2.0,18.0,1.8889074325561523
2.0,18.0,1.8889074325561523
2.0,18.0,1.7725310325622559
2.0,18.0,1.7725310325622559
2.0,18.0,1.7725310325622559
2.0,16.0,1.0199483633041382
2.0,16.0,1.0199483633041382
2.0,16.0,1.0199483633041382
2.0,16.0,1.0199483633041382
2.0,16.0,1.0199483633041382
2.0,18.0,1.0703248977661133
2.0,18.0,1.0703248977661133
2.0,18.0,1.0703248977661133
2.0,18.0,2.005466938018799
2.0,18.0,2.005466938018799
2.0,18.0,2.005466938018799
2.0,18.0,2.005727767944336
2.0,18.0,2.005727767944336
2.0,18.0,2.005727767944336
