,trace_id,event_id,activity,timestamp,resource
35,11308579,37,01_BB_5,2014-09-17 22:00:00+00:00,560429
36,11345672,30,01_BB_5,2014-09-25 22:00:00+00:00,560600
37,11354914,35,01_BB_5,2014-11-16 23:00:00+00:00,560429
38,11364555,41,01_BB_5,2014-08-20 22:00:00+00:00,560429
39,11369696,38,01_BB_5,2014-08-10 22:00:00+00:00,560429
40,11370486,57,01_BB_5,2014-09-28 22:00:00+00:00,560429
41,11372608,39,01_BB_5,2014-09-02 22:00:00+00:00,560429
42,11385456,31,01_BB_5,2014-08-10 22:00:00+00:00,560429
43,11412538,34,01_BB_5,2014-09-02 22:00:00+00:00,560600
44,11423198,36,01_BB_5,2014-09-30 22:00:00+00:00,560429
45,11433792,33,01_BB_5,2014-10-21 22:00:00+00:00,560600
46,11485701,37,01_BB_5,2014-09-24 22:00:00+00:00,560429
47,11516811,29,01_BB_5,2014-09-02 22:00:00+00:00,560429
48,11585514,34,01_BB_5,2014-09-02 22:00:00+00:00,560429
49,11590736,37,01_BB_5,2014-10-30 23:00:00+00:00,560604
50,11622473,40,01_BB_5,2015-01-19 23:00:00+00:00,560600
51,11625610,36,01_BB_5,2015-01-25 23:00:00+00:00,560600
52,11693751,42,01_BB_5,2014-10-16 22:00:00+00:00,560429
53,11718790,37,01_BB_5,2014-11-06 23:00:00+00:00,560600
54,11761786,30,01_BB_5,2015-01-19 23:00:00+00:00,560600
55,11769171,39,01_BB_5,2015-01-13 23:00:00+00:00,560429
56,11839280,28,01_BB_5,2014-10-15 22:00:00+00:00,560429
57,11952343,41,01_BB_5,2014-11-06 23:00:00+00:00,560429
58,11957794,36,01_BB_5,2015-01-19 23:00:00+00:00,560600
59,11994082,33,01_BB_5,2014-11-06 23:00:00+00:00,560429
60,12111382,28,01_BB_5,2014-11-06 23:00:00+00:00,560429
61,12135936,64,01_BB_5,2015-01-08 23:00:00+00:00,560429
62,12196973,26,01_BB_5,2014-09-25 22:00:00+00:00,560532
63,12229489,44,01_BB_5,2014-12-07 23:00:00+00:00,560604
64,12529008,32,01_BB_5,2015-01-22 23:00:00+00:00,560600
65,12555922,45,01_BB_5,2014-12-16 23:00:00+00:00,560604
66,12645429,37,01_BB_5,2015-01-13 23:00:00+00:00,560600
67,12676555,39,01_BB_5,2015-01-04 23:00:00+00:00,560429
68,12782451,36,01_BB_5,2015-02-25 23:00:00+00:00,560429
69,12891685,35,01_BB_5,2015-01-18 23:00:00+00:00,560429
70,12939491,29,01_BB_5,2015-02-25 23:00:00+00:00,560429
71,13016880,36,01_BB_5,2015-02-25 23:00:00+00:00,560429
72,3398124,16,01_BB_5,2011-02-01 11:23:12+00:00,560429
73,3406163,23,01_BB_5,2011-02-01 11:04:39+00:00,560429
74,3414969,22,01_BB_5,2011-03-29 14:08:14+00:00,560613
75,3415943,17,01_BB_5,2011-02-01 12:03:32+00:00,560429
76,3424995,15,01_BB_5,2011-02-01 11:56:56+00:00,560429
77,3427711,18,01_BB_5,2011-02-01 12:00:10+00:00,560429
78,3435055,19,01_BB_5,2011-02-01 11:58:03+00:00,560429
79,3436563,30,01_BB_5,2011-04-19 09:23:18+00:00,560613
80,3441204,14,01_BB_5,2011-02-01 11:55:29+00:00,560429
81,3442235,18,01_BB_5,2011-02-01 11:14:15+00:00,560429
82,3450321,22,01_BB_5,2011-02-01 11:11:17+00:00,560429
83,3450810,16,01_BB_5,2011-02-01 12:01:06+00:00,560429
84,3453486,23,01_BB_5,2011-02-01 11:16:56+00:00,560429
85,3453943,15,01_BB_5,2011-02-01 11:08:15+00:00,560429
86,3455394,18,01_BB_5,2011-02-01 11:06:04+00:00,560429
87,3458663,18,01_BB_5,2011-02-01 12:02:17+00:00,560429
88,3462724,25,01_BB_5,2012-12-19 13:16:10+00:00,560600
89,3464870,16,01_BB_5,2011-02-01 11:03:44+00:00,560429
90,3466709,17,01_BB_5,2011-02-01 11:22:19+00:00,560429
91,3472668,15,01_BB_5,2011-02-01 11:53:59+00:00,560429
92,3486500,18,01_BB_5,2011-02-24 12:12:40+00:00,560613
93,3490484,24,01_BB_5,2011-03-01 16:02:12+00:00,560613
94,3492143,23,01_BB_5,2011-02-01 11:58:46+00:00,560429
95,3504245,16,01_BB_5,2011-02-24 12:27:27+00:00,560613
96,3507637,14,01_BB_5,2011-02-01 11:19:12+00:00,560429
97,3509444,17,01_BB_5,2011-02-17 08:12:24+00:00,560602
98,3510903,15,01_BB_5,2011-02-01 11:02:20+00:00,560429
99,3511988,15,01_BB_5,2011-02-01 11:24:01+00:00,560429
100,3514757,24,01_BB_5,2011-03-01 15:59:11+00:00,560613
101,3519643,16,01_BB_5,2011-03-01 16:00:16+00:00,560613
102,3542183,17,01_BB_5,2011-02-01 11:21:37+00:00,560429
103,3550046,15,01_BB_5,2011-03-10 12:42:32+00:00,560613
104,3553172,23,01_BB_5,2011-03-10 12:44:05+00:00,560613
105,3554195,17,01_BB_5,2011-02-01 11:18:15+00:00,560429
106,3555963,16,01_BB_5,2011-06-09 09:10:59+00:00,560429
107,3563152,24,01_BB_5,2011-03-17 15:10:52+00:00,560613
108,3564843,16,01_BB_5,2011-03-17 15:02:51+00:00,560613
109,3565523,15,01_BB_5,2011-02-01 11:07:29+00:00,560429
110,3569051,16,01_BB_5,2011-03-17 15:17:34+00:00,560613
111,3585493,15,01_BB_5,2011-08-24 14:07:49+00:00,560429
112,3587092,16,01_BB_5,2011-03-17 15:07:59+00:00,560613
113,3589696,15,01_BB_5,2011-03-08 16:04:35+00:00,560613
114,3590695,15,01_BB_5,2011-03-17 14:59:12+00:00,560613
115,3593194,15,01_BB_5,2011-03-08 16:10:08+00:00,560613
116,3613817,15,01_BB_5,2011-03-17 14:52:12+00:00,560613
117,3614350,18,01_BB_5,2011-03-15 14:21:32+00:00,560613
118,3615372,16,01_BB_5,2011-03-29 14:05:02+00:00,560613
119,3617703,12,01_BB_5,2011-03-24 09:59:57+00:00,560429
120,3617703,25,01_BB_5,2011-10-21 07:34:56+00:00,560613
121,3620744,18,01_BB_5,2011-03-01 15:55:28+00:00,560613
122,3621780,17,01_BB_5,2011-02-01 10:57:43+00:00,560429
123,3627403,22,01_BB_5,2011-04-12 07:44:29+00:00,560613
124,3630623,15,01_BB_5,2011-03-08 16:06:26+00:00,560613
125,3634049,15,01_BB_5,2011-03-17 15:12:30+00:00,560613
126,3634443,20,01_BB_5,2011-05-17 07:55:41+00:00,560613
127,3634775,22,01_BB_5,2011-04-12 07:20:40+00:00,560613
128,3636123,23,01_BB_5,2011-05-10 08:20:29+00:00,560613
129,3638948,27,01_BB_5,2011-08-11 07:26:45+00:00,1254625
130,3640683,24,01_BB_5,2011-04-12 07:23:29+00:00,560613
131,3647265,13,01_BB_5,2011-03-17 15:09:13+00:00,560613
132,3647284,16,01_BB_5,2011-03-17 15:16:38+00:00,560613
133,3649342,20,01_BB_5,2011-05-17 07:58:20+00:00,560613
134,3652884,15,01_BB_5,2011-03-17 15:06:57+00:00,560613
135,3653283,17,01_BB_5,2011-03-08 16:07:25+00:00,560613
136,3663865,15,01_BB_5,2011-03-17 15:01:25+00:00,560613
137,3673477,16,01_BB_5,2011-04-12 07:36:41+00:00,560613
138,3676707,15,01_BB_5,2011-03-01 15:52:34+00:00,560613
139,3682830,22,01_BB_5,2011-05-10 08:25:27+00:00,560613
140,3687963,16,01_BB_5,2011-03-08 16:05:45+00:00,560613
141,3689558,16,01_BB_5,2011-04-12 07:37:39+00:00,560613
142,3690929,16,01_BB_5,2011-04-28 06:35:50+00:00,560613
143,3702003,16,01_BB_5,2011-04-12 07:30:06+00:00,560613
144,3705608,17,01_BB_5,2011-04-28 06:31:39+00:00,560613
145,3713192,18,01_BB_5,2011-03-17 15:11:48+00:00,560613
146,3719473,23,01_BB_5,2011-03-17 15:14:36+00:00,560613
147,3727566,18,01_BB_5,2011-04-11 07:03:07+00:00,560429
148,3774043,23,01_BB_5,2011-04-19 09:24:47+00:00,560613
149,3798104,26,01_BB_5,2011-03-22 13:45:52+00:00,560613
150,3804756,19,01_BB_5,2011-03-22 13:40:00+00:00,560613
151,3807446,19,01_BB_5,2011-04-05 11:21:37+00:00,560608
152,3826428,19,01_BB_5,2011-05-17 08:00:50+00:00,560613
153,3828607,21,01_BB_5,2011-03-29 14:10:19+00:00,560613
154,3832835,18,01_BB_5,2011-04-12 07:32:02+00:00,560613
155,3833619,20,01_BB_5,2011-05-17 08:02:11+00:00,560613
156,3850550,19,01_BB_5,2011-04-12 07:33:14+00:00,560613
157,3864970,19,01_BB_5,2011-05-10 08:28:22+00:00,560613
158,3866724,20,01_BB_5,2011-04-12 07:28:34+00:00,560613
159,3876223,26,01_BB_5,2011-07-08 07:16:23+00:00,560613
160,3879296,19,01_BB_5,2011-05-10 08:24:15+00:00,560613
161,3880829,19,01_BB_5,2011-04-12 07:40:06+00:00,560613
162,3882484,21,01_BB_5,2011-05-24 08:29:50+00:00,560613
163,3883159,20,01_BB_5,2011-04-12 07:26:42+00:00,560613
164,3884390,18,01_BB_5,2011-04-12 07:25:24+00:00,560613
165,3890269,21,01_BB_5,2011-05-27 10:04:57+00:00,560613
166,3893215,27,01_BB_5,2011-06-14 08:21:19+00:00,560613
167,3893423,20,01_BB_5,2011-05-10 08:18:54+00:00,560613
168,3895387,18,01_BB_5,2011-05-10 08:22:41+00:00,560613
169,3909603,18,01_BB_5,2011-06-07 08:53:22+00:00,560613
170,3914623,19,01_BB_5,2011-04-28 06:24:17+00:00,560613
171,3914623,20,01_BB_5,2011-10-04 12:30:41+00:00,560429
172,3916426,17,01_BB_5,2011-03-17 14:53:47+00:00,560613
173,3927624,19,01_BB_5,2011-04-07 08:17:18+00:00,560602
174,3932530,19,01_BB_5,2011-05-24 08:17:32+00:00,560613
175,3939690,24,01_BB_5,2011-06-14 08:19:16+00:00,560613
176,3943340,19,01_BB_5,2011-05-10 08:21:16+00:00,560613
177,3959398,28,01_BB_5,2011-09-13 08:23:26+00:00,560613
178,3959398,29,01_BB_5,2011-10-04 12:32:12+00:00,560429
179,3959398,31,01_BB_5,2011-10-04 12:32:20+00:00,560429
180,3960047,20,01_BB_5,2011-05-10 08:17:05+00:00,560613
181,3961240,22,01_BB_5,2011-09-01 06:40:58+00:00,560429
182,3961240,24,01_BB_5,2011-09-01 06:41:16+00:00,560429
183,3967739,20,01_BB_5,2011-04-22 10:56:09+00:00,560600
184,3975173,24,01_BB_5,2011-04-22 10:59:53+00:00,560600
185,3988064,20,01_BB_5,2011-09-20 07:32:43+00:00,560613
186,4004624,19,01_BB_5,2011-06-14 08:28:04+00:00,560613
187,4005071,21,01_BB_5,2011-06-07 09:08:51+00:00,560613
188,4009123,18,01_BB_5,2011-06-14 08:37:07+00:00,560613
189,4012060,16,01_BB_5,2011-07-14 06:47:36+00:00,560613
190,4012132,19,01_BB_5,2011-06-21 06:38:55+00:00,560613
191,4018534,25,01_BB_5,2011-08-11 06:14:26+00:00,1254625
192,4020143,18,01_BB_5,2011-06-07 08:51:05+00:00,560613
193,4027268,19,01_BB_5,2011-05-17 07:56:57+00:00,560613
194,4028526,24,01_BB_5,2011-09-13 09:47:47+00:00,560613
195,4028526,25,01_BB_5,2011-09-13 09:50:31+00:00,560429
196,4029095,20,01_BB_5,2011-05-24 08:24:42+00:00,560613
197,4029406,27,01_BB_5,2011-08-11 06:54:13+00:00,1254625
198,4034837,18,01_BB_5,2011-07-06 07:14:22+00:00,560429
199,4037002,21,01_BB_5,2011-06-14 08:34:31+00:00,560613
200,4044667,20,01_BB_5,2011-05-24 08:31:58+00:00,560613
201,4045203,27,01_BB_5,2011-05-27 10:03:51+00:00,560613
202,4052563,24,01_BB_5,2011-07-14 06:45:01+00:00,560613
203,4059845,20,01_BB_5,2011-05-24 08:28:51+00:00,560613
204,4060832,19,01_BB_5,2011-05-24 08:33:05+00:00,560613
205,4065351,25,01_BB_5,2011-05-17 07:59:33+00:00,560613
206,4071063,20,01_BB_5,2011-05-24 08:22:17+00:00,560613
207,4074343,18,01_BB_5,2011-07-08 07:00:33+00:00,560613
208,4077555,17,01_BB_5,2011-07-08 07:12:17+00:00,560613
209,4078543,28,01_BB_5,2011-08-18 10:34:54+00:00,1254625
210,4097163,18,01_BB_5,2011-07-08 07:13:59+00:00,560613
211,4101627,21,01_BB_5,2011-06-07 08:48:18+00:00,560613
212,4102350,19,01_BB_5,2011-07-14 06:51:16+00:00,560613
213,4103373,20,01_BB_5,2011-06-07 08:49:39+00:00,560613
214,4105164,16,01_BB_5,2011-07-14 06:49:34+00:00,560613
215,4119369,17,01_BB_5,2011-07-14 06:57:03+00:00,560613
216,4122104,15,01_BB_5,2011-07-21 06:47:07+00:00,560613
217,4123120,21,01_BB_5,2011-06-07 08:52:07+00:00,560613
218,4125133,19,01_BB_5,2013-01-29 07:48:19+00:00,560600
219,4126489,20,01_BB_5,2011-06-07 08:46:43+00:00,560613
220,4132423,20,01_BB_5,2011-06-14 08:31:13+00:00,560613
221,4139863,20,01_BB_5,2011-06-21 06:46:10+00:00,560429
222,4139863,21,01_BB_5,2013-01-29 07:57:55+00:00,560600
223,4145890,18,01_BB_5,2011-07-06 07:19:17+00:00,560429
224,4146901,20,01_BB_5,2011-08-11 06:33:33+00:00,1254625
225,4150703,21,01_BB_5,2011-06-14 08:36:01+00:00,560613
226,4152542,19,01_BB_5,2011-08-11 06:49:12+00:00,1254625
227,4155771,24,01_BB_5,2011-08-11 06:06:04+00:00,1254625
228,4160044,18,01_BB_5,2011-07-21 06:44:38+00:00,560613
229,4170847,21,01_BB_5,2011-06-14 08:29:35+00:00,560613
230,4171558,20,01_BB_5,2011-08-11 06:09:08+00:00,1254625
231,4172924,19,01_BB_5,2011-07-14 06:33:15+00:00,560613
232,4176466,22,01_BB_5,2011-08-18 10:29:23+00:00,1254625
233,4182988,22,01_BB_5,2011-08-11 06:51:21+00:00,1254625
234,4184521,19,01_BB_5,2011-08-11 06:52:45+00:00,1254625
235,4192582,20,01_BB_5,2011-07-08 06:58:36+00:00,560613
236,4195110,24,01_BB_5,2011-07-21 06:47:58+00:00,560613
237,4197174,18,01_BB_5,2011-08-11 06:56:50+00:00,1254625
238,4197976,25,01_BB_5,2011-08-11 06:39:16+00:00,1254625
239,4199882,18,01_BB_5,2011-07-08 06:46:17+00:00,560613
240,4201883,23,01_BB_5,2011-08-11 07:19:06+00:00,1254625
241,4201883,26,01_BB_5,2011-08-11 07:19:06+00:00,1254625
242,4201883,28,01_BB_5,2011-08-11 07:19:06+00:00,1254625
243,4204547,25,01_BB_5,2011-08-11 07:15:08+00:00,1254625
244,4204547,28,01_BB_5,2011-08-11 07:15:08+00:00,1254625
245,4209376,22,01_BB_5,2011-08-11 07:36:14+00:00,1254625
246,4210224,27,01_BB_5,2011-09-20 07:31:15+00:00,560613
247,4215170,20,01_BB_5,2011-08-11 06:02:03+00:00,1254625
248,4216603,18,01_BB_5,2011-07-14 07:01:10+00:00,560613
249,4216603,19,01_BB_5,2011-10-04 12:31:22+00:00,560429
250,4218818,30,01_BB_5,2011-10-11 09:29:04+00:00,560613
251,4221459,29,01_BB_5,2011-09-27 14:49:09+00:00,560613
252,4221884,17,01_BB_5,2011-07-21 06:43:46+00:00,560613
253,4226776,32,01_BB_5,2011-10-06 06:45:13+00:00,560613
254,4229101,21,01_BB_5,2011-08-11 06:11:26+00:00,1254625
255,4231533,19,01_BB_5,2011-08-11 06:50:20+00:00,1254625
256,4235711,19,01_BB_5,2011-08-11 06:13:03+00:00,1254625
257,4259970,20,01_BB_5,2011-07-21 06:40:34+00:00,560602
258,4263007,24,01_BB_5,2011-08-11 07:33:16+00:00,1254625
259,4270147,28,01_BB_5,2011-08-18 10:33:22+00:00,1254625
260,4279696,26,01_BB_5,2012-02-03 09:49:24+00:00,1254625
261,4283218,21,01_BB_5,2011-08-18 11:28:54+00:00,1254625
262,4283835,19,01_BB_5,2011-08-11 06:55:31+00:00,1254625
263,4291555,23,01_BB_5,2011-08-24 08:06:12+00:00,1254625
264,4291981,21,01_BB_5,2011-08-11 07:31:29+00:00,1254625
265,4293305,21,01_BB_5,2011-08-24 07:56:59+00:00,1254625
266,4300565,28,01_BB_5,2011-08-18 10:28:34+00:00,1254625
267,4333163,21,01_BB_5,2011-08-11 06:57:52+00:00,1254625
268,4334151,24,01_BB_5,2011-08-18 11:30:02+00:00,1254625
269,4337635,19,01_BB_5,2011-08-11 06:35:47+00:00,1254625
270,4347559,26,01_BB_5,2011-08-30 14:07:49+00:00,560613
271,4347763,19,01_BB_5,2011-08-11 07:35:11+00:00,1254625
272,4351870,22,01_BB_5,2011-09-27 14:39:31+00:00,560613
273,4372794,20,01_BB_5,2011-08-24 08:06:54+00:00,1254625
274,4374511,17,01_BB_5,2011-08-18 10:35:51+00:00,1254625
275,4377919,22,01_BB_5,2011-08-11 07:30:27+00:00,1254625
276,4380285,22,01_BB_5,2011-08-18 11:27:54+00:00,1254625
277,4380580,18,01_BB_5,2011-08-11 07:29:08+00:00,1254625
278,4384961,22,01_BB_5,2011-08-11 06:40:51+00:00,1254625
279,4388743,28,01_BB_5,2011-08-18 10:21:10+00:00,1254625
280,4403967,19,01_BB_5,2011-08-18 10:09:55+00:00,1254625
281,4405480,26,01_BB_5,2011-10-11 09:24:41+00:00,560613
282,4442285,30,01_BB_5,2011-10-11 09:21:37+00:00,560613
283,4448380,27,01_BB_5,2011-08-24 07:59:21+00:00,1254625
284,4449596,25,01_BB_5,2011-08-18 10:34:10+00:00,1254625
285,4459515,29,01_BB_5,2011-10-06 06:34:41+00:00,560613
286,4462196,23,01_BB_5,2011-08-18 11:25:06+00:00,1254625
287,4485024,24,01_BB_5,2011-08-24 07:58:10+00:00,1254625
288,4485115,27,01_BB_5,2011-10-18 08:05:32+00:00,560613
289,4490024,17,01_BB_5,2011-10-06 06:25:59+00:00,560613
290,4495115,23,01_BB_5,2011-08-30 14:01:35+00:00,560613
291,4496138,27,01_BB_5,2011-12-14 12:40:01+00:00,1254625
292,4502329,27,01_BB_5,2011-08-24 08:02:36+00:00,1254625
293,4504637,31,01_BB_5,2011-10-18 08:04:37+00:00,560613
294,4506364,25,01_BB_5,2011-08-24 08:03:25+00:00,1254625
295,4508460,21,01_BB_5,2011-08-24 08:01:46+00:00,1254625
296,4508663,28,01_BB_5,2011-08-24 08:05:19+00:00,1254625
297,4511164,21,01_BB_5,2011-10-11 09:25:53+00:00,560613
298,4511735,26,01_BB_5,2011-08-30 14:04:08+00:00,560613
299,4512935,24,01_BB_5,2011-08-24 07:59:52+00:00,1254625
300,4513270,22,01_BB_5,2011-08-30 14:02:53+00:00,560613
301,4520430,25,01_BB_5,2011-08-24 08:00:28+00:00,1254625
302,4528647,30,01_BB_5,2011-10-11 09:26:30+00:00,560613
303,4532439,31,01_BB_5,2011-09-27 14:46:23+00:00,560613
304,4545118,26,01_BB_5,2011-10-11 09:23:43+00:00,560613
305,4546759,24,01_BB_5,2011-10-25 09:19:54+00:00,560613
306,4548385,24,01_BB_5,2011-10-18 08:09:24+00:00,560613
307,4581284,25,01_BB_5,2011-10-18 08:06:44+00:00,560613
308,4589645,25,01_BB_5,2012-03-01 08:29:47+00:00,1254625
309,4590658,25,01_BB_5,2011-10-18 08:01:33+00:00,560613
310,4592223,25,01_BB_5,2011-10-25 09:20:57+00:00,560613
311,4595546,25,01_BB_5,2011-11-01 09:45:47+00:00,560613
312,4596297,31,01_BB_5,2011-10-06 06:41:50+00:00,560613
313,4608234,20,01_BB_5,2011-10-11 09:16:10+00:00,560613
314,4609944,22,01_BB_5,2011-09-27 14:45:07+00:00,560613
315,4621241,21,01_BB_5,2011-10-06 06:32:58+00:00,560613
316,4623868,26,01_BB_5,2011-10-25 09:22:06+00:00,560613
317,4625532,25,01_BB_5,2011-11-01 10:01:55+00:00,560613
318,4627889,22,01_BB_5,2011-10-11 09:23:01+00:00,560613
319,4628997,28,01_BB_5,2011-10-25 09:13:56+00:00,560613
320,4629663,25,01_BB_5,2011-11-10 09:41:23+00:00,1254625
321,4644544,18,01_BB_5,2011-10-25 09:11:44+00:00,560613
322,4660106,23,01_BB_5,2011-10-25 09:08:43+00:00,560613
323,4662163,26,01_BB_5,2011-10-06 06:30:45+00:00,560613
324,4689856,29,01_BB_5,2011-10-25 09:10:37+00:00,560613
325,4704098,25,01_BB_5,2011-11-10 09:40:44+00:00,1254625
326,4709840,26,01_BB_5,2011-11-22 09:47:39+00:00,560613
327,4710744,23,01_BB_5,2011-11-22 09:46:07+00:00,560613
328,4711400,25,01_BB_5,2011-10-25 09:12:42+00:00,560613
329,4723063,24,01_BB_5,2011-11-10 09:40:03+00:00,1254625
330,4724243,27,01_BB_5,2011-11-10 09:37:24+00:00,1254625
331,4727835,29,01_BB_5,2012-01-11 13:56:06+00:00,1254625
332,4732277,22,01_BB_5,2011-12-06 08:16:23+00:00,560613
333,4746963,27,01_BB_5,2011-12-14 12:48:03+00:00,1254625
334,4750073,27,01_BB_5,2012-01-04 12:24:05+00:00,1254625
335,4753833,24,01_BB_5,2011-10-18 08:00:10+00:00,560613
336,4790838,26,01_BB_5,2011-11-10 09:30:19+00:00,1254625
337,4798334,24,01_BB_5,2011-12-14 12:47:26+00:00,1254625
338,4804371,31,01_BB_5,2011-12-28 11:15:27+00:00,560594
339,4805889,27,01_BB_5,2011-11-10 09:38:19+00:00,1254625
340,4806442,29,01_BB_5,2011-11-10 09:32:07+00:00,1254625
341,4810042,22,01_BB_5,2012-03-23 09:53:49+00:00,1254625
342,4812045,27,01_BB_5,2011-11-10 09:28:02+00:00,1254625
343,4813106,25,01_BB_5,2011-12-21 12:20:51+00:00,560602
344,4842490,22,01_BB_5,2012-02-03 09:44:26+00:00,1254625
345,4845051,26,01_BB_5,2012-01-04 12:27:37+00:00,1254625
346,4857396,25,01_BB_5,2011-11-22 09:49:20+00:00,560613
347,4859507,26,01_BB_5,2012-03-01 08:30:26+00:00,1254625
348,4869176,24,01_BB_5,2011-11-22 09:40:33+00:00,560613
349,4869942,18,01_BB_5,2011-11-22 09:38:16+00:00,560613
350,4876985,23,01_BB_5,2011-12-21 12:19:17+00:00,560602
351,4884259,27,01_BB_5,2011-12-14 12:41:59+00:00,1254625
352,4890343,24,01_BB_5,2012-01-18 14:04:22+00:00,1254625
353,4893687,23,01_BB_5,2012-01-11 13:59:10+00:00,1254625
354,4899603,22,01_BB_5,2011-12-01 08:13:07+00:00,560613
355,4901632,19,01_BB_5,2012-01-04 12:31:49+00:00,1254625
356,4914544,23,01_BB_5,2012-01-04 12:22:04+00:00,1254625
357,4915677,29,01_BB_5,2012-02-03 09:35:17+00:00,1254625
358,4917975,23,01_BB_5,2011-11-29 10:40:17+00:00,560613
359,4925191,24,01_BB_5,2011-12-06 08:15:23+00:00,560613
360,4927985,22,01_BB_5,2011-11-03 10:07:55+00:00,560429
361,4927985,24,01_BB_5,2011-11-03 10:08:05+00:00,560429
362,4931003,26,01_BB_5,2011-11-07 12:49:39+00:00,560600
363,4936580,23,01_BB_5,2012-01-18 14:11:20+00:00,1254625
364,4952223,25,01_BB_5,2012-01-04 12:31:04+00:00,1254625
365,4953865,28,01_BB_5,2012-03-01 08:27:11+00:00,1254625
366,4963310,26,01_BB_5,2012-01-26 11:16:01+00:00,1254625
367,4964365,26,01_BB_5,2011-12-14 12:46:07+00:00,1254625
368,4975981,27,01_BB_5,2012-01-04 12:24:56+00:00,1254625
369,4984732,23,01_BB_5,2012-01-18 14:11:56+00:00,1254625
370,4997328,26,01_BB_5,2012-01-04 12:23:30+00:00,1254625
371,4999324,24,01_BB_5,2012-02-03 09:38:37+00:00,1254625
372,5002074,26,01_BB_5,2011-12-14 13:07:34+00:00,1254625
373,5006139,28,01_BB_5,2011-12-14 12:52:28+00:00,1254625
374,5008366,24,01_BB_5,2011-12-21 12:15:36+00:00,560602
375,5009933,24,01_BB_5,2011-12-21 12:18:09+00:00,560602
376,5011810,30,01_BB_5,2012-01-04 12:26:16+00:00,1254625
377,5013505,24,01_BB_5,2012-02-03 09:48:48+00:00,1254625
378,5022463,24,01_BB_5,2012-02-03 09:40:58+00:00,1254625
379,5024582,26,01_BB_5,2012-02-03 09:49:51+00:00,1254625
380,5034702,25,01_BB_5,2012-02-03 09:42:53+00:00,1254625
381,5043663,27,01_BB_5,2012-01-11 14:01:32+00:00,1254625
382,5049023,28,01_BB_5,2012-01-04 12:32:51+00:00,1254625
383,5067923,26,01_BB_5,2012-01-04 12:26:48+00:00,1254625
384,5091842,31,01_BB_5,2012-01-26 11:17:27+00:00,1254625
385,5094158,26,01_BB_5,2012-01-11 13:58:03+00:00,1254625
386,5095953,37,01_BB_5,2012-03-14 14:11:52+00:00,1254625
387,5099777,27,01_BB_5,2012-02-22 08:44:59+00:00,560602
388,5105790,28,01_BB_5,2012-02-15 15:22:58+00:00,1254625
389,5133752,31,01_BB_5,2012-03-14 14:16:19+00:00,1254625
390,5135290,33,01_BB_5,2012-03-01 08:25:12+00:00,1254625
391,5141959,26,01_BB_5,2012-02-03 09:40:12+00:00,1254625
392,5149483,27,01_BB_5,2012-01-18 14:09:55+00:00,1254625
393,5152532,25,01_BB_5,2012-01-26 11:19:51+00:00,1254625
394,5153022,30,01_BB_5,2012-01-18 14:08:53+00:00,1254625
