,trace_id,event_id,resource,timestamp,resource
69,Case282,0,Value 1,2013-08-21 12:30:41+00:00,Value 1
70,Case283,0,Value 1,2012-06-12 06:18:08+00:00,Value 1
71,Case285,0,Value 1,2012-05-02 07:41:57+00:00,Value 1
72,Case288,0,Value 1,2011-11-17 07:35:43+00:00,Value 1
73,Case293,0,Value 1,2012-07-27 10:10:43+00:00,Value 1
74,Case300,0,Value 1,2012-03-21 14:34:29+00:00,Value 1
75,Case304,0,Value 1,2011-10-05 12:48:23+00:00,Value 1
76,Case307,0,Value 1,2012-06-22 05:02:35+00:00,Value 1
77,Case309,0,Value 1,2012-07-20 04:01:09+00:00,Value 1
78,Case312,0,Value 1,2012-07-18 07:56:55+00:00,Value 1
79,Case313,0,Value 1,2013-04-03 11:32:41+00:00,Value 1
80,Case317,0,Value 1,2013-09-24 04:24:55+00:00,Value 1
81,Case328,0,Value 1,2012-01-10 07:59:44+00:00,Value 1
82,Case329,0,Value 1,2011-10-28 08:03:05+00:00,Value 1
83,Case331,0,Value 1,2013-02-22 12:47:28+00:00,Value 1
84,Case336,0,Value 1,2012-04-20 07:54:26+00:00,Value 1
85,Case340,0,Value 1,2012-03-06 09:18:20+00:00,Value 1
86,Case344,0,Value 1,2012-01-19 15:02:37+00:00,Value 1
87,Case345,0,Value 1,2013-11-22 09:48:57+00:00,Value 1
88,Case348,0,Value 1,2013-02-06 12:55:39+00:00,Value 1
89,Case349,0,Value 1,2013-02-21 08:59:33+00:00,Value 1
90,Case350,0,Value 1,2011-12-28 11:37:00+00:00,Value 1
91,Case352,0,Value 1,2012-05-08 07:48:14+00:00,Value 1
92,Case356,0,Value 1,2012-06-19 10:23:59+00:00,Value 1
93,Case357,0,Value 1,2012-07-11 11:50:14+00:00,Value 1
94,Case362,0,Value 1,2012-02-23 07:45:01+00:00,Value 1
95,Case364,0,Value 1,2013-10-18 12:14:39+00:00,Value 1
96,Case366,0,Value 1,2012-07-10 11:42:22+00:00,Value 1
97,Case370,0,Value 1,2013-02-07 07:15:32+00:00,Value 1
98,Case371,0,Value 1,2012-01-26 08:51:34+00:00,Value 1
99,Case373,0,Value 1,2011-12-16 11:58:26+00:00,Value 1
100,Case374,0,Value 1,2012-12-04 11:37:06+00:00,Value 1
101,Case375,0,Value 1,2012-05-10 09:25:17+00:00,Value 1
102,Case378,0,Value 1,2012-12-14 13:03:52+00:00,Value 1
103,Case381,0,Value 1,2012-04-12 05:19:28+00:00,Value 1
104,Case387,0,Value 1,2011-12-14 10:05:52+00:00,Value 1
105,Case391,0,Value 1,2011-09-15 06:30:24+00:00,Value 1
106,Case392,0,Value 1,2012-03-12 07:57:46+00:00,Value 1
107,Case394,0,Value 1,2012-01-12 10:02:38+00:00,Value 1
108,Case395,0,Value 1,2011-12-15 08:32:48+00:00,Value 1
109,Case397,0,Value 1,2012-08-02 12:00:24+00:00,Value 1
110,Case398,0,Value 1,2012-01-25 06:03:28+00:00,Value 1
111,Case399,0,Value 1,2012-12-21 11:38:29+00:00,Value 1
112,Case400,0,Value 1,2011-09-22 06:13:24+00:00,Value 1
113,Case405,0,Value 1,2012-01-20 06:17:51+00:00,Value 1
114,Case408,0,Value 1,2013-01-24 11:49:47+00:00,Value 1
115,Case413,1,Value 1,2011-09-23 06:20:13+00:00,Value 1
116,Case414,0,Value 1,2013-02-01 09:36:02+00:00,Value 1
117,Case418,0,Value 1,2012-05-04 12:26:19+00:00,Value 1
118,Case424,0,Value 1,2012-06-15 12:30:23+00:00,Value 1
119,Case432,0,Value 1,2011-09-30 05:48:55+00:00,Value 1
120,Case435,0,Value 1,2012-10-10 09:23:01+00:00,Value 1
121,Case437,0,Value 1,2011-11-11 08:35:35+00:00,Value 1
122,Case447,0,Value 1,2013-03-13 15:27:23+00:00,Value 1
123,Case448,0,Value 1,2012-06-12 12:20:01+00:00,Value 1
124,Case453,0,Value 1,2012-05-23 04:56:57+00:00,Value 1
125,Case454,0,Value 1,2011-11-08 13:52:09+00:00,Value 1
126,Case457,0,Value 1,2011-12-07 09:31:32+00:00,Value 1
127,Case458,0,Value 1,2012-07-20 07:19:26+00:00,Value 1
128,Case459,0,Value 1,2011-10-05 05:52:36+00:00,Value 1
129,Case461,0,Value 1,2012-03-28 06:02:20+00:00,Value 1
130,Case462,0,Value 1,2012-05-15 05:39:10+00:00,Value 1
131,Case463,0,Value 1,2011-11-10 07:20:49+00:00,Value 1
132,Case464,0,Value 1,2011-10-07 05:30:01+00:00,Value 1
133,Case467,0,Value 1,2013-08-30 12:22:29+00:00,Value 1
134,Case477,0,Value 1,2012-01-04 06:34:18+00:00,Value 1
135,Case479,0,Value 1,2012-05-15 12:30:10+00:00,Value 1
136,Case480,0,Value 1,2012-11-16 13:18:49+00:00,Value 1
137,Case482,0,Value 1,2012-07-27 11:35:58+00:00,Value 1
138,Case488,0,Value 1,2011-09-20 04:40:54+00:00,Value 1
139,Case491,0,Value 1,2012-04-12 12:45:56+00:00,Value 1
140,Case492,0,Value 1,2012-05-30 12:38:32+00:00,Value 1
141,Case493,0,Value 1,2011-12-22 14:48:48+00:00,Value 1
142,Case495,0,Value 1,2012-07-19 12:51:08+00:00,Value 1
143,Case498,0,Value 1,2012-09-14 04:17:52+00:00,Value 1
144,Case506,0,Value 1,2012-12-18 12:44:59+00:00,Value 1
145,Case510,0,Value 1,2012-07-16 11:00:44+00:00,Value 1
146,Case511,0,Value 1,2012-04-20 10:48:18+00:00,Value 1
147,Case512,0,Value 1,2011-10-06 07:16:56+00:00,Value 1
148,Case514,0,Value 1,2011-12-27 09:54:23+00:00,Value 1
149,Case515,0,Value 1,2011-10-20 05:41:43+00:00,Value 1
150,Case519,0,Value 1,2012-06-08 05:31:56+00:00,Value 1
151,Case520,0,Value 1,2012-09-28 10:55:43+00:00,Value 1
152,Case521,0,Value 1,2012-01-09 08:49:13+00:00,Value 1
153,Case524,0,Value 1,2011-12-20 12:30:10+00:00,Value 1
154,Case526,0,Value 1,2012-03-05 06:10:32+00:00,Value 1
155,Case527,2,Value 1,2013-02-21 06:18:56+00:00,Value 1
156,Case527,3,Value 1,2013-02-21 06:19:02+00:00,Value 1
157,Case528,0,Value 1,2012-06-20 04:49:20+00:00,Value 1
158,Case529,0,Value 1,2013-02-12 12:11:11+00:00,Value 1
159,Case531,0,Value 1,2011-12-05 14:00:57+00:00,Value 1
160,Case533,0,Value 1,2012-07-31 11:33:16+00:00,Value 1
161,Case535,0,Value 1,2011-12-07 09:06:05+00:00,Value 1
162,Case537,0,Value 1,2012-06-01 07:32:53+00:00,Value 1
163,Case541,0,Value 1,2012-05-15 04:08:40+00:00,Value 1
164,Case542,0,Value 1,2011-09-26 12:22:22+00:00,Value 1
165,Case543,0,Value 1,2011-12-01 13:29:00+00:00,Value 1
166,Case544,0,Value 1,2012-01-11 08:42:25+00:00,Value 1
167,Case545,0,Value 1,2012-02-29 11:58:38+00:00,Value 1
168,Case551,0,Value 1,2012-07-18 07:53:53+00:00,Value 1
169,Case553,0,Value 1,2013-02-21 09:41:39+00:00,Value 1
170,Case556,0,Value 1,2012-07-05 06:23:18+00:00,Value 1
171,Case561,0,Value 1,2012-05-31 11:44:00+00:00,Value 1
172,Case565,0,Value 1,2012-07-16 04:02:05+00:00,Value 1
173,Case570,0,Value 1,2012-05-29 10:05:16+00:00,Value 1
174,Case573,0,Value 1,2012-07-30 04:06:46+00:00,Value 1
175,Case583,0,Value 1,2012-06-05 12:26:52+00:00,Value 1
176,Case586,0,Value 1,2012-07-24 12:42:04+00:00,Value 1
177,Case589,0,Value 1,2012-07-20 07:02:52+00:00,Value 1
178,Case600,0,Value 1,2012-07-03 11:03:26+00:00,Value 1
179,Case603,0,Value 1,2013-01-21 06:08:20+00:00,Value 1
180,Case606,0,Value 1,2013-04-05 13:13:54+00:00,Value 1
181,Case613,0,Value 1,2012-07-27 11:39:25+00:00,Value 1
182,Case614,0,Value 1,2012-07-11 12:35:34+00:00,Value 1
183,Case618,0,Value 1,2012-01-30 14:21:12+00:00,Value 1
184,Case620,0,Value 1,2011-12-27 08:15:56+00:00,Value 1
185,Case622,0,Value 1,2012-09-27 11:03:27+00:00,Value 1
186,Case623,0,Value 1,2011-11-08 08:47:18+00:00,Value 1
187,Case627,0,Value 1,2012-07-10 04:23:55+00:00,Value 1
188,Case633,0,Value 1,2012-05-29 12:22:37+00:00,Value 1
189,Case634,0,Value 1,2012-03-22 06:46:45+00:00,Value 1
190,Case637,0,Value 1,2011-09-15 10:33:25+00:00,Value 1
191,Case638,0,Value 1,2012-10-17 06:24:20+00:00,Value 1
192,Case643,0,Value 1,2012-01-26 06:48:31+00:00,Value 1
193,Case645,0,Value 1,2013-02-01 12:19:43+00:00,Value 1
194,Case648,0,Value 1,2011-12-07 06:15:35+00:00,Value 1
195,Case650,0,Value 1,2012-06-28 07:33:25+00:00,Value 1
196,Case652,0,Value 1,2012-07-24 11:31:53+00:00,Value 1
197,Case653,0,Value 1,2012-07-09 11:27:30+00:00,Value 1
198,Case656,0,Value 1,2013-02-28 12:39:25+00:00,Value 1
199,Case657,0,Value 1,2012-02-23 08:31:43+00:00,Value 1
200,Case660,0,Value 1,2012-01-20 15:05:24+00:00,Value 1
201,Case666,0,Value 1,2011-12-14 09:59:56+00:00,Value 1
202,Case666,1,Value 1,2011-12-16 11:53:14+00:00,Value 1
203,Case668,0,Value 1,2011-09-22 04:27:13+00:00,Value 1
204,Case669,0,Value 1,2012-05-02 06:10:42+00:00,Value 1
205,Case670,0,Value 1,2012-05-23 06:23:32+00:00,Value 1
206,Case673,0,Value 1,2011-11-21 08:49:42+00:00,Value 1
207,Case674,0,Value 1,2012-01-18 13:15:19+00:00,Value 1
208,Case677,0,Value 1,2011-12-13 12:04:29+00:00,Value 1
209,Case680,0,Value 1,2012-05-02 09:43:52+00:00,Value 1
210,Case683,0,Value 1,2012-07-04 06:05:34+00:00,Value 1
211,Case686,0,Value 1,2012-07-20 07:23:19+00:00,Value 1
212,Case695,0,Value 1,2012-03-30 09:16:06+00:00,Value 1
213,Case698,0,Value 1,2012-03-14 06:38:29+00:00,Value 1
214,Case700,0,Value 1,2012-07-23 04:52:47+00:00,Value 1
215,Case705,0,Value 1,2012-04-06 12:00:32+00:00,Value 1
216,Case714,0,Value 1,2011-10-20 07:17:17+00:00,Value 1
217,Case716,0,Value 1,2012-03-21 11:43:53+00:00,Value 1
218,Case717,0,Value 1,2012-05-02 10:08:47+00:00,Value 1
219,Case721,0,Value 1,2012-05-02 09:29:25+00:00,Value 1
220,Case722,0,Value 1,2012-04-30 07:02:19+00:00,Value 1
221,Case723,0,Value 1,2011-12-20 07:49:57+00:00,Value 1
222,Case724,0,Value 1,2011-11-24 06:48:59+00:00,Value 1
223,Case726,0,Value 1,2011-10-11 07:28:46+00:00,Value 1
224,Case728,0,Value 1,2013-01-25 14:42:32+00:00,Value 1
225,Case732,0,Value 1,2013-03-15 06:46:36+00:00,Value 1
226,Case736,0,Value 1,2012-01-10 14:22:31+00:00,Value 1
227,Case737,0,Value 1,2011-09-28 09:08:34+00:00,Value 1
228,Case738,0,Value 1,2012-04-19 07:11:09+00:00,Value 1
229,Case739,0,Value 1,2011-09-28 04:12:44+00:00,Value 1
230,Case741,0,Value 1,2012-07-26 07:30:53+00:00,Value 1
231,Case742,0,Value 1,2011-11-16 08:53:41+00:00,Value 1
232,Case743,0,Value 1,2012-01-12 12:19:54+00:00,Value 1
233,Case745,0,Value 1,2012-01-03 14:07:37+00:00,Value 1
234,Case747,0,Value 1,2013-03-22 07:57:06+00:00,Value 1
235,Case749,0,Value 1,2012-05-18 12:27:42+00:00,Value 1
236,Case752,0,Value 1,2012-04-26 09:46:58+00:00,Value 1
237,Case754,0,Value 1,2011-12-14 11:18:21+00:00,Value 1
238,Case757,0,Value 1,2012-12-04 06:22:05+00:00,Value 1
239,Case760,0,Value 1,2012-01-16 12:05:59+00:00,Value 1
240,Case763,0,Value 1,2011-10-05 07:03:43+00:00,Value 1
241,Case764,0,Value 1,2011-11-24 08:09:21+00:00,Value 1
242,Case767,0,Value 1,2012-02-22 12:21:08+00:00,Value 1
243,Case768,0,Value 1,2012-07-26 07:16:27+00:00,Value 1
244,Case769,0,Value 1,2012-09-25 12:52:31+00:00,Value 1
245,Case773,0,Value 1,2012-06-07 11:20:07+00:00,Value 1
246,Case777,0,Value 1,2012-03-08 07:52:53+00:00,Value 1
247,Case778,0,Value 1,2011-12-30 14:06:55+00:00,Value 1
248,Case783,0,Value 1,2012-07-04 05:19:43+00:00,Value 1
249,Case785,0,Value 1,2012-04-04 12:32:35+00:00,Value 1
250,Case787,0,Value 1,2012-07-20 04:23:06+00:00,Value 1
251,Case788,0,Value 1,2012-07-24 12:10:51+00:00,Value 1
252,Case790,0,Value 1,2012-03-22 12:36:48+00:00,Value 1
253,Case795,0,Value 1,2012-03-12 06:18:06+00:00,Value 1
254,Case796,0,Value 1,2012-04-27 04:46:55+00:00,Value 1
255,Case806,0,Value 1,2012-02-27 09:50:44+00:00,Value 1
256,Case807,0,Value 1,2013-02-01 09:07:48+00:00,Value 1
257,Case810,0,Value 1,2011-10-12 10:52:40+00:00,Value 1
258,Case811,0,Value 1,2012-07-27 10:04:28+00:00,Value 1
259,Case813,0,Value 1,2012-02-22 12:33:06+00:00,Value 1
260,Case816,0,Value 1,2011-09-23 05:17:21+00:00,Value 1
261,Case817,0,Value 1,2012-03-26 12:17:58+00:00,Value 1
262,Case819,0,Value 1,2012-06-08 05:10:29+00:00,Value 1
263,Case821,0,Value 1,2012-11-14 14:58:19+00:00,Value 1
264,Case824,0,Value 1,2013-02-21 08:33:01+00:00,Value 1
265,Case825,0,Value 1,2013-03-01 13:52:47+00:00,Value 1
266,Case827,0,Value 1,2011-11-14 08:49:02+00:00,Value 1
267,Case829,0,Value 1,2012-07-31 11:35:02+00:00,Value 1
268,Case834,0,Value 1,2012-01-13 06:20:49+00:00,Value 1
269,Case834,1,Value 1,2012-01-13 06:35:41+00:00,Value 1
270,Case840,0,Value 1,2012-04-26 06:28:36+00:00,Value 1
271,Case841,0,Value 1,2013-04-03 06:02:16+00:00,Value 1
272,Case844,0,Value 1,2012-01-04 07:25:07+00:00,Value 1
273,Case845,0,Value 1,2013-04-22 12:34:28+00:00,Value 1
274,Case849,0,Value 1,2013-04-23 07:11:02+00:00,Value 1
275,Case859,0,Value 1,2012-04-19 07:51:11+00:00,Value 1
276,Case863,0,Value 1,2011-10-14 09:26:39+00:00,Value 1
277,Case866,0,Value 1,2012-01-17 14:04:58+00:00,Value 1
278,Case867,0,Value 1,2011-10-04 05:52:18+00:00,Value 1
279,Case867,1,Value 1,2011-10-04 06:17:26+00:00,Value 1
280,Case872,0,Value 1,2012-03-21 14:26:16+00:00,Value 1
281,Case875,0,Value 1,2013-01-03 13:40:10+00:00,Value 1
282,Case877,0,Value 1,2012-05-24 06:42:53+00:00,Value 1
283,Case878,0,Value 1,2011-11-22 08:21:43+00:00,Value 1
284,Case880,0,Value 1,2012-04-05 11:35:31+00:00,Value 1
285,Case887,0,Value 1,2011-09-27 10:21:18+00:00,Value 1
286,Case888,0,Value 1,2012-07-20 07:07:01+00:00,Value 1
287,Case892,0,Value 1,2012-04-17 11:32:30+00:00,Value 1
288,Case896,0,Value 1,2011-10-03 06:17:19+00:00,Value 1
289,Case897,0,Value 1,2012-03-16 11:08:31+00:00,Value 1
290,Case901,0,Value 1,2012-07-31 04:21:57+00:00,Value 1
291,Case910,0,Value 1,2012-07-31 07:59:06+00:00,Value 1
292,Case914,0,Value 1,2012-01-24 11:40:05+00:00,Value 1
293,Case927,0,Value 1,2011-10-10 04:25:12+00:00,Value 1
294,Case930,0,Value 1,2013-01-18 06:06:23+00:00,Value 1
295,Case931,0,Value 1,2012-02-28 09:33:55+00:00,Value 1
296,Case934,0,Value 1,2012-06-12 11:00:09+00:00,Value 1
297,Case937,0,Value 1,2012-06-27 04:44:09+00:00,Value 1
298,Case938,0,Value 1,2012-07-26 04:12:09+00:00,Value 1
299,Case939,0,Value 1,2013-01-18 07:40:01+00:00,Value 1
300,Case943,0,Value 1,2011-11-18 11:37:44+00:00,Value 1
301,Case949,0,Value 1,2013-04-03 04:21:02+00:00,Value 1
302,Case951,0,Value 1,2012-11-29 06:10:51+00:00,Value 1
303,Case955,0,Value 1,2011-10-03 09:23:27+00:00,Value 1
304,Case962,0,Value 1,2012-09-28 12:42:27+00:00,Value 1
305,Case967,0,Value 1,2012-06-29 07:59:16+00:00,Value 1
306,Case968,0,Value 1,2012-05-14 11:48:40+00:00,Value 1
307,Case969,0,Value 1,2011-10-11 12:52:13+00:00,Value 1
308,Case975,0,Value 1,2012-03-05 08:14:32+00:00,Value 1
309,Case976,0,Value 1,2012-01-11 13:45:36+00:00,Value 1
310,Case978,0,Value 1,2011-10-05 12:20:09+00:00,Value 1
311,Case978,1,Value 1,2011-10-05 12:23:42+00:00,Value 1
312,Case979,0,Value 1,2013-09-24 04:31:20+00:00,Value 1
313,Case980,0,Value 1,2013-04-19 13:00:59+00:00,Value 1
314,Case981,0,Value 1,2012-07-10 07:42:30+00:00,Value 1
315,Case982,0,Value 1,2011-11-11 08:56:00+00:00,Value 1
316,Case989,0,Value 1,2013-02-12 12:02:02+00:00,Value 1
317,Case997,0,Value 1,2011-11-18 11:35:12+00:00,Value 1
318,Case999,0,Value 1,2013-02-12 14:06:37+00:00,Value 1
319,Case1004,0,Value 1,2011-09-21 04:09:20+00:00,Value 1
320,Case1007,0,Value 1,2012-10-10 07:47:41+00:00,Value 1
321,Case1009,0,Value 1,2012-05-18 09:11:25+00:00,Value 1
322,Case1013,0,Value 1,2011-11-30 14:32:54+00:00,Value 1
323,Case1015,0,Value 1,2012-02-10 12:44:10+00:00,Value 1
324,Case1017,0,Value 1,2012-09-07 09:24:46+00:00,Value 1
325,Case1019,0,Value 1,2013-02-14 13:35:55+00:00,Value 1
326,Case1022,0,Value 1,2012-01-05 14:55:40+00:00,Value 1
327,Case1022,1,Value 1,2012-01-05 14:55:53+00:00,Value 1
328,Case1023,0,Value 1,2013-03-12 07:39:30+00:00,Value 1
329,Case1027,0,Value 1,2013-04-16 10:36:13+00:00,Value 1
330,Case1029,0,Value 1,2012-05-09 06:25:28+00:00,Value 1
331,Case1032,0,Value 1,2012-04-11 12:07:25+00:00,Value 1
332,Case1033,0,Value 1,2011-11-10 06:25:05+00:00,Value 1
333,Case1034,0,Value 1,2011-12-13 06:22:23+00:00,Value 1
334,Case1036,0,Value 1,2012-05-29 12:38:19+00:00,Value 1
335,Case1038,0,Value 1,2012-07-24 12:29:40+00:00,Value 1
336,Case1039,0,Value 1,2012-06-28 07:14:33+00:00,Value 1
337,Case1040,0,Value 1,2012-02-20 06:07:43+00:00,Value 1
338,Case1041,0,Value 1,2012-05-02 07:44:47+00:00,Value 1
339,Case1042,0,Value 1,2012-05-23 05:22:52+00:00,Value 1
340,Case1046,0,Value 1,2012-04-02 05:42:04+00:00,Value 1
341,Case1049,0,Value 1,2012-02-09 12:14:35+00:00,Value 1
342,Case1056,0,Value 1,2012-06-06 09:08:26+00:00,Value 1
343,Case1058,0,Value 1,2012-06-28 09:24:41+00:00,Value 1
344,Case1063,0,Value 1,2012-07-11 11:48:16+00:00,Value 1
345,Case1066,0,Value 1,2012-05-24 06:32:06+00:00,Value 1
346,Case1068,0,Value 1,2012-05-15 05:49:37+00:00,Value 1
347,Case1070,0,Value 1,2012-11-23 06:40:05+00:00,Value 1
348,Case1072,0,Value 1,2012-07-17 07:43:08+00:00,Value 1
349,Case1073,0,Value 1,2011-12-30 06:47:19+00:00,Value 1
350,Case1074,0,Value 1,2011-10-28 07:45:32+00:00,Value 1
351,Case1081,0,Value 1,2011-11-14 08:15:37+00:00,Value 1
352,Case1086,0,Value 1,2012-07-24 04:42:04+00:00,Value 1
353,Case1092,0,Value 1,2012-07-12 10:22:39+00:00,Value 1
354,Case1095,0,Value 1,2011-09-26 12:01:58+00:00,Value 1
355,Case1096,0,Value 1,2012-11-21 14:09:29+00:00,Value 1
356,Case1102,0,Value 1,2012-07-31 10:05:19+00:00,Value 1
357,Case1103,0,Value 1,2012-07-26 07:09:20+00:00,Value 1
358,Case1104,0,Value 1,2012-12-14 13:08:04+00:00,Value 1
359,Case1107,0,Value 1,2011-10-13 04:17:13+00:00,Value 1
360,Case1111,0,Value 1,2012-11-29 08:43:04+00:00,Value 1
361,Case1112,0,Value 1,2012-07-31 11:43:10+00:00,Value 1
362,Case1115,0,Value 1,2012-02-28 08:47:09+00:00,Value 1
363,Case1122,0,Value 1,2012-07-31 04:20:05+00:00,Value 1
364,Case1125,0,Value 1,2012-05-17 11:34:02+00:00,Value 1
365,Case1126,0,Value 1,2012-01-10 11:31:21+00:00,Value 1
366,Case1128,0,Value 1,2012-04-11 09:51:59+00:00,Value 1
367,Case1131,0,Value 1,2012-03-28 06:03:55+00:00,Value 1
368,Case1132,0,Value 1,2012-01-11 08:52:28+00:00,Value 1
369,Case1133,0,Value 1,2012-01-18 08:23:55+00:00,Value 1
370,Case1134,0,Value 1,2012-07-17 04:22:25+00:00,Value 1
371,Case1136,0,Value 1,2012-06-12 05:23:44+00:00,Value 1
372,Case1138,0,Value 1,2012-01-09 14:23:38+00:00,Value 1
373,Case1142,0,Value 1,2013-03-05 14:34:50+00:00,Value 1
374,Case1144,0,Value 1,2013-02-14 09:50:14+00:00,Value 1
375,Case1145,0,Value 1,2012-10-16 05:57:53+00:00,Value 1
376,Case1153,0,Value 1,2012-01-10 13:57:01+00:00,Value 1
377,Case1154,0,Value 1,2012-05-21 04:18:26+00:00,Value 1
378,Case1157,0,Value 1,2011-09-14 12:45:59+00:00,Value 1
379,Case1161,0,Value 1,2012-07-18 06:00:13+00:00,Value 1
380,Case1163,0,Value 1,2012-07-24 04:38:39+00:00,Value 1
381,Case1164,0,Value 1,2013-03-01 14:50:10+00:00,Value 1
382,Case1171,0,Value 1,2011-12-13 06:19:55+00:00,Value 1
383,Case1172,0,Value 1,2012-03-19 08:50:29+00:00,Value 1
384,Case1175,0,Value 1,2012-01-11 13:59:39+00:00,Value 1
385,Case1176,0,Value 1,2012-11-29 06:35:40+00:00,Value 1
386,Case1177,0,Value 1,2011-12-12 08:23:38+00:00,Value 1
387,Case1179,0,Value 1,2012-10-10 07:42:01+00:00,Value 1
388,Case1186,0,Value 1,2011-10-05 05:59:00+00:00,Value 1
389,Case1187,0,Value 1,2012-07-24 04:22:02+00:00,Value 1
390,Case1188,0,Value 1,2012-05-03 12:51:50+00:00,Value 1
391,Case1190,0,Value 1,2012-01-02 08:49:47+00:00,Value 1
392,Case1195,0,Value 1,2012-01-24 11:27:17+00:00,Value 1
393,Case1197,0,Value 1,2011-12-20 07:21:55+00:00,Value 1
394,Case1197,1,Value 1,2011-12-20 07:44:46+00:00,Value 1
395,Case1201,0,Value 1,2012-05-15 04:07:16+00:00,Value 1
