,trace_id,event_id,activity,timestamp,resource
69,Case66,0,Assign seriousness,2012-06-26 05:46:53+00:00,Value 2
70,Case67,0,Assign seriousness,2010-12-30 13:03:15+00:00,Value 13
71,Case68,0,Assign seriousness,2012-04-11 11:09:22+00:00,Value 4
72,Case69,0,Assign seriousness,2013-04-05 05:30:22+00:00,Value 1
73,Case70,0,Assign seriousness,2011-06-07 04:34:53+00:00,Value 8
74,Case71,0,Assign seriousness,2011-11-02 06:20:14+00:00,Value 4
75,Case72,0,Assign seriousness,2011-01-25 11:15:31+00:00,Value 8
76,Case73,0,Assign seriousness,2012-07-31 08:01:15+00:00,Value 1
77,Case75,0,Assign seriousness,2010-03-11 13:15:54+00:00,Value 2
78,Case75,1,Assign seriousness,2010-04-23 04:44:51+00:00,Value 2
79,Case76,0,Assign seriousness,2012-01-10 13:01:36+00:00,Value 1
80,Case77,0,Assign seriousness,2013-09-25 10:32:38+00:00,Value 14
81,Case78,0,Assign seriousness,2011-11-08 07:18:10+00:00,Value 6
82,Case79,0,Assign seriousness,2013-10-03 04:22:55+00:00,Value 14
83,Case80,0,Assign seriousness,2012-08-02 06:22:58+00:00,Value 13
84,Case81,0,Assign seriousness,2010-02-09 06:31:47+00:00,Value 16
85,Case82,0,Assign seriousness,2013-10-31 12:55:24+00:00,Value 9
86,Case83,0,Assign seriousness,2013-07-16 11:19:52+00:00,Value 1
87,Case84,0,Assign seriousness,2010-12-10 07:15:54+00:00,Value 14
88,Case85,0,Assign seriousness,2011-02-24 15:01:50+00:00,Value 8
89,Case86,0,Assign seriousness,2012-06-12 13:12:48+00:00,Value 1
90,Case87,0,Assign seriousness,2011-11-14 12:35:55+00:00,Value 1
91,Case88,0,Assign seriousness,2010-09-24 04:57:49+00:00,Value 14
92,Case88,1,Assign seriousness,2010-09-24 10:43:51+00:00,Value 7
93,Case89,0,Assign seriousness,2013-02-26 14:56:03+00:00,Value 1
94,Case90,0,Assign seriousness,2010-03-16 05:59:03+00:00,Value 2
95,Case91,0,Assign seriousness,2011-05-24 09:51:35+00:00,Value 8
96,Case92,0,Assign seriousness,2010-03-09 08:09:33+00:00,Value 2
97,Case93,0,Assign seriousness,2012-07-25 04:02:54+00:00,Value 1
98,Case94,0,Assign seriousness,2012-02-08 06:33:56+00:00,Value 9
99,Case95,0,Assign seriousness,2011-09-26 07:27:14+00:00,Value 1
100,Case96,0,Assign seriousness,2012-02-27 14:31:32+00:00,Value 1
101,Case97,0,Assign seriousness,2013-04-02 09:26:52+00:00,Value 2
102,Case98,0,Assign seriousness,2012-07-05 09:16:51+00:00,Value 1
103,Case99,0,Assign seriousness,2011-05-11 07:16:32+00:00,Value 8
104,Case100,0,Assign seriousness,2013-04-12 07:25:17+00:00,Value 1
105,Case101,1,Assign seriousness,2010-06-18 11:18:15+00:00,Value 15
106,Case102,0,Assign seriousness,2012-01-30 07:09:29+00:00,Value 4
107,Case103,0,Assign seriousness,2010-06-07 04:30:54+00:00,Value 2
108,Case103,1,Assign seriousness,2010-06-07 04:49:10+00:00,Value 2
109,Case104,0,Assign seriousness,2011-01-27 06:34:59+00:00,Value 8
110,Case105,0,Assign seriousness,2012-11-20 07:00:13+00:00,Value 1
111,Case106,0,Assign seriousness,2013-02-15 11:12:20+00:00,Value 1
112,Case107,0,Assign seriousness,2013-10-30 11:25:20+00:00,Value 18
113,Case108,0,Assign seriousness,2011-01-12 09:28:16+00:00,Value 13
114,Case109,0,Assign seriousness,2010-09-24 12:35:31+00:00,Value 14
115,Case110,0,Assign seriousness,2010-12-16 07:33:24+00:00,Value 8
116,Case111,0,Assign seriousness,2010-06-29 11:00:48+00:00,Value 9
117,Case112,0,Assign seriousness,2011-10-06 04:50:55+00:00,Value 1
118,Case113,1,Assign seriousness,2010-05-24 07:23:15+00:00,Value 6
119,Case114,0,Assign seriousness,2013-09-11 09:51:59+00:00,Value 1
120,Case115,0,Assign seriousness,2013-02-14 09:54:22+00:00,Value 1
121,Case116,0,Assign seriousness,2011-04-08 10:02:03+00:00,Value 8
122,Case117,0,Assign seriousness,2012-07-19 07:59:25+00:00,Value 13
123,Case118,0,Assign seriousness,2011-03-07 09:02:24+00:00,Value 2
124,Case119,0,Assign seriousness,2011-12-05 12:22:17+00:00,Value 4
125,Case120,0,Assign seriousness,2012-04-24 11:07:03+00:00,Value 2
126,Case121,0,Assign seriousness,2011-02-09 11:28:58+00:00,Value 13
127,Case122,0,Assign seriousness,2011-02-14 13:23:08+00:00,Value 8
128,Case123,0,Assign seriousness,2011-05-06 04:33:07+00:00,Value 8
129,Case124,0,Assign seriousness,2012-06-07 12:31:32+00:00,Value 1
130,Case125,0,Assign seriousness,2010-08-19 06:48:49+00:00,Value 6
131,Case126,0,Assign seriousness,2012-07-25 12:34:31+00:00,Value 13
132,Case126,1,Assign seriousness,2012-08-27 10:28:50+00:00,Value 2
133,Case127,0,Assign seriousness,2010-03-12 07:28:49+00:00,Value 2
134,Case128,0,Assign seriousness,2011-11-28 06:10:27+00:00,Value 1
135,Case129,0,Assign seriousness,2013-04-05 13:15:52+00:00,Value 1
136,Case130,1,Assign seriousness,2010-04-08 06:01:05+00:00,Value 11
137,Case131,0,Assign seriousness,2013-08-12 04:13:49+00:00,Value 4
138,Case132,0,Assign seriousness,2012-06-21 09:50:46+00:00,Value 1
139,Case133,0,Assign seriousness,2011-01-26 09:24:58+00:00,Value 8
140,Case133,1,Assign seriousness,2011-01-26 09:59:56+00:00,Value 8
141,Case134,0,Assign seriousness,2011-04-19 11:42:45+00:00,Value 8
142,Case135,0,Assign seriousness,2011-02-08 09:57:41+00:00,Value 9
143,Case136,0,Assign seriousness,2012-06-06 11:48:56+00:00,Value 4
144,Case137,0,Assign seriousness,2011-08-05 10:00:13+00:00,Value 9
145,Case138,0,Assign seriousness,2012-03-02 07:13:46+00:00,Value 13
146,Case139,0,Assign seriousness,2010-04-19 04:44:31+00:00,Value 6
147,Case140,0,Assign seriousness,2013-04-23 13:07:34+00:00,Value 14
148,Case141,0,Assign seriousness,2011-01-12 08:39:32+00:00,Value 9
149,Case142,0,Assign seriousness,2012-03-07 09:00:05+00:00,Value 1
150,Case143,0,Assign seriousness,2012-12-21 07:23:59+00:00,Value 9
151,Case144,0,Assign seriousness,2013-06-12 12:58:52+00:00,Value 14
152,Case145,0,Assign seriousness,2013-08-07 10:19:28+00:00,Value 9
153,Case146,0,Assign seriousness,2010-10-05 11:55:27+00:00,Value 2
154,Case147,0,Assign seriousness,2013-01-14 12:44:14+00:00,Value 4
155,Case148,0,Assign seriousness,2012-01-09 09:19:35+00:00,Value 1
156,Case149,0,Assign seriousness,2011-02-09 12:35:27+00:00,Value 8
157,Case150,1,Assign seriousness,2011-05-18 05:39:49+00:00,Value 2
158,Case151,0,Assign seriousness,2010-02-10 08:25:33+00:00,Value 2
159,Case152,0,Assign seriousness,2012-05-18 09:08:58+00:00,Value 1
160,Case153,0,Assign seriousness,2012-07-02 04:35:06+00:00,Value 4
161,Case154,0,Assign seriousness,2013-01-28 08:41:57+00:00,Value 4
162,Case155,0,Assign seriousness,2010-12-14 14:19:51+00:00,Value 9
163,Case156,0,Assign seriousness,2013-05-14 11:19:09+00:00,Value 14
164,Case157,0,Assign seriousness,2011-05-24 04:13:23+00:00,Value 8
165,Case158,0,Assign seriousness,2010-09-20 12:57:01+00:00,Value 7
166,Case159,0,Assign seriousness,2011-09-21 04:12:16+00:00,Value 1
167,Case160,0,Assign seriousness,2011-02-25 08:55:02+00:00,Value 8
168,Case161,0,Assign seriousness,2010-08-10 04:16:09+00:00,Value 11
169,Case162,0,Assign seriousness,2011-10-04 12:47:43+00:00,Value 1
170,Case162,1,Assign seriousness,2011-10-07 10:29:10+00:00,Value 2
171,Case163,0,Assign seriousness,2010-10-15 05:27:20+00:00,Value 9
172,Case164,0,Assign seriousness,2010-09-28 09:44:01+00:00,Value 2
173,Case165,0,Assign seriousness,2012-01-13 14:36:23+00:00,Value 2
174,Case166,0,Assign seriousness,2010-02-11 06:48:50+00:00,Value 2
175,Case167,0,Assign seriousness,2011-11-23 12:43:38+00:00,Value 1
176,Case168,0,Assign seriousness,2012-01-09 08:01:47+00:00,Value 1
177,Case169,0,Assign seriousness,2013-01-28 15:05:44+00:00,Value 1
178,Case170,0,Assign seriousness,2012-05-02 12:54:51+00:00,Value 1
179,Case171,0,Assign seriousness,2011-08-29 11:12:48+00:00,Value 13
180,Case171,1,Assign seriousness,2011-08-30 06:49:49+00:00,Value 15
181,Case172,0,Assign seriousness,2010-09-16 13:02:20+00:00,Value 9
182,Case173,0,Assign seriousness,2010-11-15 07:15:12+00:00,Value 9
183,Case173,1,Assign seriousness,2010-11-15 07:15:27+00:00,Value 9
184,Case174,0,Assign seriousness,2011-10-24 07:22:28+00:00,Value 4
185,Case175,0,Assign seriousness,2010-10-05 04:46:59+00:00,Value 2
186,Case176,0,Assign seriousness,2012-07-17 07:44:26+00:00,Value 1
187,Case177,0,Assign seriousness,2012-01-18 06:12:04+00:00,Value 1
188,Case178,0,Assign seriousness,2012-02-22 12:49:43+00:00,Value 1
189,Case179,0,Assign seriousness,2012-04-11 10:30:07+00:00,Value 1
190,Case180,0,Assign seriousness,2011-10-06 07:23:22+00:00,Value 1
191,Case181,0,Assign seriousness,2011-09-29 06:51:55+00:00,Value 1
192,Case182,0,Assign seriousness,2010-05-20 05:31:32+00:00,Value 6
193,Case183,1,Assign seriousness,2010-05-20 04:53:47+00:00,Value 15
194,Case184,0,Assign seriousness,2013-06-17 05:24:55+00:00,Value 14
195,Case185,0,Assign seriousness,2010-11-02 11:49:59+00:00,Value 2
196,Case186,0,Assign seriousness,2012-07-13 05:20:00+00:00,Value 13
197,Case187,0,Assign seriousness,2010-10-25 10:14:08+00:00,Value 9
198,Case188,0,Assign seriousness,2012-01-09 11:58:58+00:00,Value 2
199,Case189,0,Assign seriousness,2010-02-02 11:49:13+00:00,Value 2
200,Case189,1,Assign seriousness,2010-02-02 12:04:15+00:00,Value 2
201,Case190,0,Assign seriousness,2011-02-21 13:36:25+00:00,Value 13
202,Case191,0,Assign seriousness,2013-05-27 05:03:42+00:00,Value 14
203,Case191,1,Assign seriousness,2013-05-27 05:03:54+00:00,Value 14
204,Case192,0,Assign seriousness,2013-07-04 07:02:50+00:00,Value 14
205,Case192,1,Assign seriousness,2013-07-04 07:08:34+00:00,Value 14
206,Case193,0,Assign seriousness,2013-04-12 04:32:41+00:00,Value 1
207,Case194,0,Assign seriousness,2012-02-08 09:28:03+00:00,Value 1
208,Case195,0,Assign seriousness,2010-09-21 07:53:00+00:00,Value 9
209,Case196,0,Assign seriousness,2011-11-16 08:45:30+00:00,Value 1
210,Case197,0,Assign seriousness,2012-06-01 05:18:57+00:00,Value 1
211,Case198,0,Assign seriousness,2011-04-28 10:46:15+00:00,Value 8
212,Case200,0,Assign seriousness,2012-04-12 11:59:24+00:00,Value 1
213,Case201,0,Assign seriousness,2011-08-22 04:06:31+00:00,Value 9
214,Case202,0,Assign seriousness,2013-04-19 11:31:08+00:00,Value 14
215,Case203,0,Assign seriousness,2010-06-11 07:18:02+00:00,Value 15
216,Case204,0,Assign seriousness,2011-10-31 13:30:39+00:00,Value 1
217,Case205,0,Assign seriousness,2010-12-07 09:10:52+00:00,Value 8
218,Case206,0,Assign seriousness,2011-03-04 08:26:28+00:00,Value 8
219,Case207,0,Assign seriousness,2011-06-21 10:40:37+00:00,Value 2
220,Case208,0,Assign seriousness,2010-10-12 07:50:55+00:00,Value 2
221,Case209,0,Assign seriousness,2012-01-11 08:39:43+00:00,Value 2
222,Case210,0,Assign seriousness,2013-06-11 09:42:37+00:00,Value 14
223,Case211,0,Assign seriousness,2012-08-02 07:02:57+00:00,Value 13
224,Case212,0,Assign seriousness,2012-05-14 09:39:34+00:00,Value 2
225,Case213,0,Assign seriousness,2011-07-19 07:43:29+00:00,Value 13
226,Case214,0,Assign seriousness,2011-01-26 06:16:35+00:00,Value 8
227,Case214,1,Assign seriousness,2011-01-26 06:57:02+00:00,Value 8
228,Case215,0,Assign seriousness,2010-04-15 04:13:46+00:00,Value 2
229,Case216,0,Assign seriousness,2010-03-24 09:14:07+00:00,Value 2
230,Case216,1,Assign seriousness,2010-03-24 09:14:29+00:00,Value 2
231,Case217,0,Assign seriousness,2011-03-04 07:34:36+00:00,Value 8
232,Case218,0,Assign seriousness,2011-03-25 14:16:00+00:00,Value 8
233,Case220,0,Assign seriousness,2011-07-25 08:03:37+00:00,Value 13
234,Case221,0,Assign seriousness,2011-11-23 08:46:01+00:00,Value 2
235,Case222,0,Assign seriousness,2012-02-01 09:34:03+00:00,Value 2
236,Case223,0,Assign seriousness,2012-03-15 11:28:02+00:00,Value 1
237,Case224,0,Assign seriousness,2012-05-28 11:20:59+00:00,Value 9
238,Case225,0,Assign seriousness,2011-07-21 10:48:19+00:00,Value 9
239,Case226,0,Assign seriousness,2011-04-11 13:01:34+00:00,Value 13
240,Case227,0,Assign seriousness,2011-05-17 06:14:34+00:00,Value 8
241,Case228,0,Assign seriousness,2010-09-22 12:39:16+00:00,Value 14
242,Case229,0,Assign seriousness,2011-11-23 07:44:28+00:00,Value 1
243,Case230,0,Assign seriousness,2013-09-05 09:44:56+00:00,Value 14
244,Case230,1,Assign seriousness,2013-09-05 09:45:51+00:00,Value 14
245,Case231,0,Assign seriousness,2010-10-19 11:08:14+00:00,Value 14
246,Case231,1,Assign seriousness,2010-10-20 13:03:58+00:00,Value 2
247,Case232,0,Assign seriousness,2013-09-10 05:11:26+00:00,Value 2
248,Case233,0,Assign seriousness,2012-10-19 06:25:05+00:00,Value 1
249,Case234,0,Assign seriousness,2010-06-23 12:57:59+00:00,Value 2
250,Case234,1,Assign seriousness,2010-06-28 09:12:55+00:00,Value 2
251,Case235,1,Assign seriousness,2013-05-02 10:00:57+00:00,Value 2
252,Case236,0,Assign seriousness,2011-01-19 08:08:18+00:00,Value 2
253,Case237,0,Assign seriousness,2013-08-12 10:14:38+00:00,Value 4
254,Case238,0,Assign seriousness,2010-07-23 11:27:40+00:00,Value 14
255,Case239,0,Assign seriousness,2011-07-14 10:26:36+00:00,Value 13
256,Case240,0,Assign seriousness,2011-07-27 12:30:16+00:00,Value 2
257,Case241,0,Assign seriousness,2012-05-17 12:53:08+00:00,Value 1
258,Case242,0,Assign seriousness,2012-08-02 06:26:04+00:00,Value 13
259,Case243,0,Assign seriousness,2012-06-20 11:41:25+00:00,Value 13
260,Case244,0,Assign seriousness,2010-11-24 15:02:59+00:00,Value 14
261,Case245,0,Assign seriousness,2010-04-28 12:21:11+00:00,Value 2
262,Case246,0,Assign seriousness,2010-10-27 12:21:46+00:00,Value 2
263,Case246,1,Assign seriousness,2010-11-02 12:57:09+00:00,Value 2
264,Case248,0,Assign seriousness,2011-11-08 11:32:15+00:00,Value 4
265,Case249,0,Assign seriousness,2011-04-20 04:34:05+00:00,Value 8
266,Case250,0,Assign seriousness,2011-02-22 15:06:59+00:00,Value 13
267,Case251,0,Assign seriousness,2012-06-26 11:50:34+00:00,Value 1
268,Case252,0,Assign seriousness,2011-01-19 12:55:14+00:00,Value 14
269,Case253,0,Assign seriousness,2012-10-01 12:49:38+00:00,Value 2
270,Case254,0,Assign seriousness,2010-11-23 07:55:28+00:00,Value 2
271,Case255,0,Assign seriousness,2012-03-06 06:24:19+00:00,Value 4
272,Case256,0,Assign seriousness,2011-01-11 14:41:38+00:00,Value 13
273,Case257,0,Assign seriousness,2011-01-28 09:42:47+00:00,Value 8
274,Case258,0,Assign seriousness,2010-12-02 07:21:12+00:00,Value 9
275,Case259,0,Assign seriousness,2010-03-23 06:10:15+00:00,Value 2
276,Case259,1,Assign seriousness,2010-03-24 06:39:07+00:00,Value 10
277,Case260,0,Assign seriousness,2010-10-18 10:15:06+00:00,Value 14
278,Case260,1,Assign seriousness,2010-10-18 10:29:40+00:00,Value 14
279,Case261,0,Assign seriousness,2012-07-30 07:55:26+00:00,Value 4
280,Case262,0,Assign seriousness,2013-01-29 14:05:40+00:00,Value 1
281,Case263,0,Assign seriousness,2011-12-28 14:51:52+00:00,Value 1
282,Case264,0,Assign seriousness,2011-03-09 11:27:13+00:00,Value 8
283,Case265,0,Assign seriousness,2013-10-14 10:50:24+00:00,Value 2
284,Case266,0,Assign seriousness,2012-06-18 07:49:00+00:00,Value 13
285,Case267,0,Assign seriousness,2011-05-05 06:41:25+00:00,Value 8
286,Case268,1,Assign seriousness,2010-07-23 05:23:24+00:00,Value 15
287,Case270,0,Assign seriousness,2011-04-01 05:48:44+00:00,Value 2
288,Case271,1,Assign seriousness,2010-03-08 09:44:57+00:00,Value 11
289,Case271,2,Assign seriousness,2010-03-08 09:45:49+00:00,Value 11
290,Case272,0,Assign seriousness,2012-01-25 05:58:57+00:00,Value 1
291,Case273,0,Assign seriousness,2010-03-25 13:16:03+00:00,Value 16
292,Case274,0,Assign seriousness,2012-04-20 07:47:22+00:00,Value 1
293,Case275,0,Assign seriousness,2010-06-08 09:44:14+00:00,Value 15
294,Case276,1,Assign seriousness,2010-03-30 12:58:35+00:00,Value 11
295,Case277,0,Assign seriousness,2012-03-13 07:47:21+00:00,Value 1
296,Case278,0,Assign seriousness,2010-05-24 09:55:50+00:00,Value 2
297,Case279,0,Assign seriousness,2011-10-07 06:50:02+00:00,Value 4
298,Case280,0,Assign seriousness,2010-11-25 12:02:43+00:00,Value 2
299,Case281,0,Assign seriousness,2011-06-30 10:42:32+00:00,Value 8
300,Case281,1,Assign seriousness,2011-06-30 10:42:53+00:00,Value 8
301,Case282,0,Assign seriousness,2013-08-21 12:30:41+00:00,Value 1
302,Case283,0,Assign seriousness,2012-06-12 06:18:08+00:00,Value 1
303,Case284,0,Assign seriousness,2011-11-08 06:24:00+00:00,Value 2
304,Case285,0,Assign seriousness,2012-05-02 07:41:57+00:00,Value 1
305,Case286,0,Assign seriousness,2013-04-29 04:33:38+00:00,Value 14
306,Case287,0,Assign seriousness,2011-02-08 05:48:56+00:00,Value 2
307,Case288,0,Assign seriousness,2011-11-17 07:35:43+00:00,Value 1
308,Case289,0,Assign seriousness,2010-09-07 11:11:07+00:00,Value 14
309,Case290,0,Assign seriousness,2012-02-14 09:05:29+00:00,Value 4
310,Case291,0,Assign seriousness,2010-10-13 07:21:33+00:00,Value 2
311,Case291,1,Assign seriousness,2010-10-13 07:21:52+00:00,Value 2
312,Case292,0,Assign seriousness,2012-08-02 05:46:54+00:00,Value 4
313,Case293,0,Assign seriousness,2012-07-27 10:10:43+00:00,Value 1
314,Case294,0,Assign seriousness,2010-05-14 09:55:15+00:00,Value 6
315,Case295,0,Assign seriousness,2012-02-15 07:20:54+00:00,Value 9
316,Case296,0,Assign seriousness,2013-05-28 04:02:36+00:00,Value 14
317,Case297,0,Assign seriousness,2010-07-15 07:44:37+00:00,Value 19
318,Case298,0,Assign seriousness,2010-11-30 14:41:26+00:00,Value 2
319,Case299,0,Assign seriousness,2013-08-06 06:33:42+00:00,Value 9
320,Case300,0,Assign seriousness,2012-03-21 14:34:29+00:00,Value 1
321,Case301,0,Assign seriousness,2010-05-06 08:05:09+00:00,Value 6
322,Case302,0,Assign seriousness,2010-11-19 14:53:47+00:00,Value 9
323,Case303,0,Assign seriousness,2012-02-06 06:29:21+00:00,Value 2
324,Case304,0,Assign seriousness,2011-10-05 12:48:23+00:00,Value 1
325,Case305,0,Assign seriousness,2012-05-07 04:41:52+00:00,Value 9
326,Case306,0,Assign seriousness,2010-09-20 12:22:31+00:00,Value 2
327,Case307,0,Assign seriousness,2012-06-22 05:02:35+00:00,Value 1
328,Case308,0,Assign seriousness,2013-02-18 11:36:44+00:00,Value 4
329,Case309,0,Assign seriousness,2012-07-20 04:01:09+00:00,Value 1
330,Case310,0,Assign seriousness,2011-06-09 07:44:39+00:00,Value 13
331,Case311,0,Assign seriousness,2012-03-20 08:06:09+00:00,Value 4
332,Case312,0,Assign seriousness,2012-07-18 07:56:55+00:00,Value 1
333,Case313,0,Assign seriousness,2013-04-03 11:32:41+00:00,Value 1
334,Case314,0,Assign seriousness,2011-04-14 05:29:40+00:00,Value 13
335,Case315,0,Assign seriousness,2010-11-09 13:17:13+00:00,Value 14
336,Case316,0,Assign seriousness,2010-09-03 05:38:27+00:00,Value 7
337,Case316,1,Assign seriousness,2010-09-03 05:48:54+00:00,Value 2
338,Case317,0,Assign seriousness,2013-09-24 04:24:55+00:00,Value 1
339,Case318,0,Assign seriousness,2012-05-28 11:36:21+00:00,Value 4
340,Case319,0,Assign seriousness,2010-12-28 14:23:40+00:00,Value 8
341,Case320,0,Assign seriousness,2010-12-27 14:12:53+00:00,Value 13
342,Case321,0,Assign seriousness,2010-07-01 06:53:02+00:00,Value 19
343,Case321,1,Assign seriousness,2010-07-01 09:33:00+00:00,Value 2
344,Case322,0,Assign seriousness,2010-11-25 09:50:31+00:00,Value 14
345,Case323,0,Assign seriousness,2013-11-26 11:37:33+00:00,Value 18
346,Case325,0,Assign seriousness,2011-02-01 12:02:03+00:00,Value 8
347,Case325,1,Assign seriousness,2011-02-15 14:52:44+00:00,Value 2
348,Case326,0,Assign seriousness,2013-03-08 15:04:38+00:00,Value 2
349,Case327,0,Assign seriousness,2010-04-12 06:39:32+00:00,Value 2
350,Case328,0,Assign seriousness,2012-01-10 07:59:44+00:00,Value 1
351,Case329,0,Assign seriousness,2011-10-28 08:03:05+00:00,Value 1
352,Case330,0,Assign seriousness,2010-10-05 12:07:26+00:00,Value 2
353,Case330,1,Assign seriousness,2010-10-07 05:27:05+00:00,Value 2
354,Case331,0,Assign seriousness,2013-02-22 12:47:28+00:00,Value 1
355,Case332,0,Assign seriousness,2013-02-28 09:20:58+00:00,Value 2
356,Case333,0,Assign seriousness,2013-06-14 10:14:50+00:00,Value 14
357,Case334,0,Assign seriousness,2011-04-29 12:36:05+00:00,Value 8
358,Case335,0,Assign seriousness,2010-08-23 06:13:02+00:00,Value 19
359,Case336,0,Assign seriousness,2012-04-20 07:54:26+00:00,Value 1
360,Case337,0,Assign seriousness,2013-07-15 11:41:17+00:00,Value 14
361,Case338,0,Assign seriousness,2012-07-19 07:55:01+00:00,Value 13
362,Case339,0,Assign seriousness,2012-05-14 09:36:02+00:00,Value 9
363,Case340,0,Assign seriousness,2012-03-06 09:18:20+00:00,Value 1
364,Case341,0,Assign seriousness,2011-12-21 11:53:06+00:00,Value 4
365,Case342,0,Assign seriousness,2010-04-19 07:48:19+00:00,Value 2
366,Case343,0,Assign seriousness,2012-12-20 08:04:49+00:00,Value 9
