Dataset,Model,Case Length,DURATION TO END_F1,DURATION TO NEXT EVENT_F1,LAST RESOURCE_F1,NEXT RESOURCE_F1,NEXT ACTIVITY_F1,OUTCOME ACTIVITY_F1,DURATION TO END_F2,DURATION TO NEXT EVENT_F2,LAST RESOURCE_F2,NEXT RESOURCE_F2,NEXT ACTIVITY_F2,OUTCOME ACTIVITY_F2
BPIC12,Camargo_concat,15,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,16,0.0,0.0,0.0,0.0,0.005972696245733788,0.0005920058560454972,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,17,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,18,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,19,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,20,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,21,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,22,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,23,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,24,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,25,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,26,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,27,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,34,1.0,0.0,1.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,44,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,Camargo_concat,52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,DATASET-LEVEL,7.338232571222779e-34,0.0,0.19259651584964246,0.2780403447853684,0.0,0.6586657007308288,0.0,nan,0.0,0.0,0.0,0.0
BPIC12,MiDA,1,0.0,0.8255278409423293,0.2914822816727935,1.0,1.0,0.691244123253682,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,2,0.0,0.0,0.052908178328904626,1.0,0.8786842333759702,0.691244123253682,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,3,0.0,0.0,0.0,0.0,0.0,0.34375,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,4,0.0,0.0,0.17203426817384201,0.19822375409285986,0.015161649944258644,0.27480490523968787,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,5,0.0,0.0,0.0,0.10522631772776954,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,6,0.0,0.0,0.0,0.0063591547443933635,0.020595690747782003,0.13109157160963242,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,7,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,8,0.0,0.0,0.0,0.0,0.05587775584073708,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,9,0.0,0.0,0.00012956682418372305,0.0,0.0,0.0014551985546843232,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,10,0.0,0.0,0.0,0.0,0.0,0.0004450715152943061,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,11,0.0,0.0,0.0,0.0,0.0,0.016750782038062188,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,12,0.0,0.0,0.0,0.0,0.0,0.01752271108162401,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,13,0.0,0.0,0.0,0.0,0.0013040591805766313,0.20231546715803161,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,14,0.0,0.0,0.0,0.0008612274587794687,0.0,0.001630855607643287,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,15,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,16,0.0,0.0,0.0,0.0,0.005972696245733788,0.0005920058560454972,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,17,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,18,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,19,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,20,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,21,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,22,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,23,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,24,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,25,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,26,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,27,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,34,1.0,0.0,1.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,44,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MiDA,52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,DATASET-LEVEL,0.6490388877800921,0.0,0.7261781694788128,0.32150954379764135,0.0,0.6498726278626367,0.0,nan,0.0,0.0,0.0,0.0
BPIC12,MPPN,0,0.0,0.0,0.0,1.0,0.0,0.14545454545454545,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,1,0.0,0.0,0.0,0.008124999999999999,0.0,0.21666666666666665,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,2,0.0,0.0,0.0,0.0,0.0,0.3055555555555555,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,3,0.0,0.0,0.0,0.10092612079523829,0.0,0.00520094611500318,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,4,0.0,0.0,0.0,0.02712588820684197,0.0,0.00520094611500318,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,5,0.0,0.0,0.0,0.0,0.0016759776536312847,0.00520094611500318,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,6,0.0,0.0,0.0,0.005912932611582173,0.003910614525139665,0.00520094611500318,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,7,0.0,0.0,0.0,0.005724195024270302,0.01132983996601048,9.247521224045828e-34,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,8,0.0,0.0,0.0,0.0,0.0,9.247521224045828e-34,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,9,0.0,0.0,0.0,0.0,0.03153510028976453,9.247521224045828e-34,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,10,0.0,0.0,0.0,0.0,0.0,9.247521224045828e-34,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,11,0.0,0.0,0.0,0.0040837139183625155,0.0,1.0357223770931327e-33,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,12,0.0,0.0,0.0,0.0,0.020866773675762434,2.3303753484595485e-33,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,13,0.0,0.0,0.0,0.0,0.0,2.3303753484595485e-33,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,14,0.0,0.0,0.0,0.0,0.0,2.3303753484595485e-33,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,15,0.0,0.0,0.0,0.07277451248553655,0.0,2.3303753484595485e-33,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,16,0.0,0.0,0.0,0.0,0.0,2.3303753484595485e-33,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,17,0.0,0.0,0.0,0.0,0.0,2.3303753484595485e-33,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,18,0.0,0.0,0.0,0.0,0.0,0.004095001904869738,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,19,0.0,0.0,0.0,0.0,0.0,0.004095001904869738,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,20,0.0,0.0,0.0,0.0,0.0,0.004095001904869738,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,21,0.0,0.0,0.0,0.0,0.0,0.004095001904869738,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,22,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,23,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,24,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,25,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,26,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,27,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,28,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,29,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,30,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,31,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,32,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,33,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,34,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,35,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,36,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,37,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,44,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,54,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BPIC12,MPPN,56,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
