CAT_activity_0,CAT_resource_0,CONT_timestamp_Relative_elapsed_0
2.0,16.0,1.5502325296401978
2.0,18.0,2.0002012252807617
2.0,18.0,2.0002012252807617
2.0,18.0,2.0002012252807617
2.0,18.0,1.229081392288208
2.0,18.0,1.229081392288208
2.0,18.0,1.229081392288208
2.0,18.0,1.229081392288208
2.0,18.0,1.0460060834884644
2.0,18.0,1.0460060834884644
2.0,18.0,1.0460060834884644
2.0,18.0,1.0460060834884644
8.0,12.0,2.4571945667266846
8.0,12.0,2.4571945667266846
8.0,12.0,2.4571945667266846
8.0,12.0,2.4571945667266846
8.0,12.0,2.4571945667266846
2.0,16.0,2.5361030101776123
2.0,16.0,2.5361030101776123
2.0,16.0,2.5361030101776123
2.0,16.0,2.5361030101776123
2.0,18.0,1.0124266147613525
2.0,18.0,1.0124266147613525
2.0,18.0,1.0124266147613525
2.0,18.0,1.7726057767868042
2.0,18.0,1.7726057767868042
2.0,18.0,1.7726057767868042
2.0,18.0,1.7726057767868042
2.0,18.0,1.4190726280212402
2.0,18.0,1.4190726280212402
2.0,18.0,1.4190726280212402
2.0,16.0,2.056199789047241
2.0,16.0,2.056199789047241
2.0,16.0,2.056199789047241
2.0,16.0,2.4775779247283936
2.0,16.0,2.4775779247283936
2.0,16.0,2.4775779247283936
2.0,16.0,1.698089838027954
2.0,16.0,1.698089838027954
2.0,16.0,1.698089838027954
2.0,16.0,1.698089838027954
2.0,18.0,2.399355888366699
2.0,18.0,2.399355888366699
2.0,18.0,2.399355888366699
2.0,16.0,1.0631424188613892
2.0,16.0,1.0631424188613892
2.0,16.0,1.0631424188613892
2.0,18.0,1.1685329675674438
2.0,18.0,1.1685329675674438
2.0,18.0,1.1685329675674438
2.0,18.0,1.1685329675674438
2.0,16.0,1.7190747261047363
2.0,16.0,1.7190747261047363
2.0,16.0,1.7190747261047363
2.0,16.0,1.2368289232254028
2.0,16.0,1.2368289232254028
2.0,16.0,1.2368289232254028
2.0,16.0,1.2368289232254028
2.0,18.0,1.829187273979187
2.0,18.0,1.829187273979187
2.0,18.0,1.829187273979187
2.0,18.0,1.0125139951705933
2.0,18.0,1.0125139951705933
2.0,18.0,1.0125139951705933
2.0,18.0,1.0125139951705933
2.0,18.0,1.0125139951705933
2.0,16.0,1.2437993288040161
2.0,16.0,1.2437993288040161
2.0,16.0,1.2437993288040161
2.0,16.0,1.2437993288040161
2.0,18.0,1.0152275562286377
2.0,18.0,1.0152275562286377
2.0,18.0,1.0152275562286377
2.0,18.0,1.0152275562286377
2.0,18.0,1.0152275562286377
2.0,16.0,1.189546823501587
2.0,16.0,1.189546823501587
2.0,16.0,1.189546823501587
2.0,16.0,1.189546823501587
2.0,16.0,1.7671986818313599
2.0,16.0,1.7671986818313599
2.0,16.0,1.7671986818313599
2.0,16.0,1.7671986818313599
2.0,16.0,1.7671986818313599
2.0,16.0,1.7671986818313599
2.0,18.0,1.1286420822143555
2.0,18.0,1.1286420822143555
2.0,18.0,1.1286420822143555
2.0,18.0,1.0124911069869995
2.0,18.0,1.0124911069869995
2.0,18.0,1.419039011001587
2.0,18.0,1.419039011001587
2.0,18.0,1.419039011001587
2.0,18.0,1.419039011001587
2.0,18.0,1.9998469352722168
2.0,18.0,1.9998469352722168
2.0,18.0,1.9998469352722168
2.0,18.0,1.9998469352722168
2.0,18.0,1.2081395387649536
2.0,18.0,1.2081395387649536
2.0,18.0,1.2081395387649536
2.0,18.0,1.0123673677444458
2.0,18.0,1.0123673677444458
2.0,18.0,1.0123673677444458
2.0,18.0,2.0001683235168457
2.0,18.0,2.0001683235168457
2.0,18.0,2.0001683235168457
2.0,18.0,1.7676841020584106
2.0,18.0,1.7676841020584106
2.0,18.0,1.7676841020584106
2.0,18.0,1.9999141693115234
2.0,18.0,1.9999141693115234
2.0,18.0,1.9999141693115234
2.0,18.0,1.3609654903411865
2.0,18.0,1.3609654903411865
2.0,18.0,1.3609654903411865
2.0,18.0,1.4142504930496216
2.0,18.0,1.4142504930496216
2.0,18.0,1.4142504930496216
2.0,16.0,2.1751902103424072
2.0,16.0,2.1751902103424072
2.0,16.0,2.1751902103424072
2.0,16.0,2.1751902103424072
2.0,16.0,2.1751902103424072
2.0,16.0,2.1751902103424072
2.0,16.0,2.1751902103424072
2.0,18.0,2.227560520172119
2.0,18.0,2.227560520172119
2.0,18.0,2.227560520172119
2.0,18.0,1.4191337823867798
2.0,18.0,1.4191337823867798
2.0,18.0,1.4191337823867798
2.0,18.0,1.4191337823867798
2.0,18.0,1.7678582668304443
2.0,18.0,1.7678582668304443
2.0,18.0,1.7678582668304443
2.0,18.0,1.0124467611312866
2.0,18.0,1.0124467611312866
2.0,18.0,1.0124467611312866
2.0,18.0,2.178360939025879
2.0,18.0,2.178360939025879
2.0,18.0,2.178360939025879
2.0,18.0,2.178360939025879
2.0,18.0,2.178360939025879
2.0,18.0,2.178360939025879
2.0,18.0,2.178360939025879
14.0,12.0,1.1994317770004272
14.0,12.0,1.1994317770004272
2.0,18.0,1.1288444995880127
2.0,18.0,1.1288444995880127
2.0,18.0,1.1288444995880127
2.0,18.0,1.1288444995880127
2.0,18.0,2.1100475788116455
2.0,18.0,2.1100475788116455
2.0,18.0,2.1100475788116455
2.0,18.0,2.1100475788116455
2.0,18.0,2.1100475788116455
2.0,18.0,2.1100475788116455
2.0,18.0,2.1100475788116455
2.0,18.0,2.638892889022827
2.0,18.0,2.638892889022827
2.0,18.0,2.638892889022827
2.0,18.0,1.8836616277694702
2.0,18.0,1.8836616277694702
2.0,18.0,1.8836616277694702
2.0,18.0,1.8836616277694702
2.0,18.0,2.1066534519195557
2.0,18.0,2.1066534519195557
2.0,18.0,2.1066534519195557
2.0,18.0,1.5552382469177246
2.0,18.0,1.5552382469177246
2.0,18.0,1.5552382469177246
2.0,18.0,1.5552382469177246
2.0,18.0,1.5552382469177246
2.0,18.0,1.5552382469177246
2.0,18.0,1.5552382469177246
2.0,18.0,1.7676109075546265
2.0,18.0,1.7676109075546265
2.0,18.0,1.3794533014297485
2.0,18.0,1.3794533014297485
2.0,18.0,1.3794533014297485
2.0,18.0,1.3794533014297485
2.0,18.0,1.3794533014297485
2.0,18.0,1.3794533014297485
2.0,18.0,2.446800708770752
2.0,18.0,2.446800708770752
2.0,18.0,2.446800708770752
2.0,18.0,2.446800708770752
2.0,18.0,1.99993097782135
2.0,18.0,1.99993097782135
2.0,18.0,1.99993097782135
2.0,18.0,1.1239961385726929
2.0,18.0,1.1239961385726929
2.0,18.0,1.2498276233673096
2.0,18.0,1.2498276233673096
2.0,18.0,1.2498276233673096
2.0,18.0,1.0074323415756226
2.0,18.0,1.0074323415756226
2.0,18.0,1.0074323415756226
2.0,18.0,1.3728930950164795
2.0,18.0,1.3728930950164795
2.0,18.0,1.3728930950164795
2.0,18.0,1.3728930950164795
2.0,18.0,1.3728930950164795
2.0,18.0,2.634341239929199
2.0,18.0,2.634341239929199
2.0,18.0,2.634341239929199
2.0,18.0,2.634341239929199
2.0,18.0,2.634341239929199
2.0,18.0,2.634341239929199
2.0,16.0,1.4253120422363281
2.0,16.0,1.4253120422363281
2.0,16.0,1.4253120422363281
2.0,16.0,1.4253120422363281
2.0,18.0,1.1232975721359253
2.0,18.0,1.1232975721359253
2.0,18.0,1.1232975721359253
2.0,18.0,1.1232975721359253
2.0,18.0,1.6540814638137817
2.0,18.0,1.6540814638137817
2.0,18.0,1.6540814638137817
2.0,18.0,1.6540814638137817
2.0,18.0,2.232515811920166
2.0,18.0,2.232515811920166
2.0,18.0,2.232515811920166
2.0,18.0,1.9951504468917847
2.0,18.0,1.9951504468917847
2.0,18.0,1.9951504468917847
2.0,18.0,1.012462854385376
2.0,18.0,1.012462854385376
2.0,18.0,1.012462854385376
2.0,18.0,1.7024850845336914
2.0,18.0,1.7024850845336914
2.0,18.0,1.7024850845336914
2.0,18.0,1.7024850845336914
2.0,18.0,1.1284592151641846
2.0,18.0,1.1284592151641846
2.0,18.0,1.1284592151641846
2.0,18.0,1.012355923652649
2.0,18.0,1.012355923652649
2.0,18.0,1.012355923652649
2.0,18.0,2.447126865386963
2.0,18.0,2.447126865386963
2.0,18.0,2.447126865386963
2.0,18.0,2.447126865386963
2.0,18.0,2.447126865386963
2.0,16.0,2.2900702953338623
2.0,16.0,2.2900702953338623
2.0,16.0,2.2900702953338623
2.0,16.0,2.2900702953338623
2.0,18.0,1.7117151021957397
2.0,18.0,1.7117151021957397
2.0,18.0,1.7117151021957397
2.0,18.0,1.9484714269638062
2.0,18.0,1.9484714269638062
2.0,18.0,1.9484714269638062
2.0,18.0,1.9484714269638062
2.0,18.0,1.4199237823486328
2.0,18.0,1.4199237823486328
2.0,18.0,1.4199237823486328
2.0,18.0,1.4199237823486328
2.0,18.0,2.459106206893921
2.0,18.0,2.459106206893921
2.0,18.0,2.459106206893921
2.0,18.0,2.459106206893921
2.0,18.0,2.634174346923828
2.0,18.0,2.634174346923828
2.0,18.0,2.634174346923828
2.0,18.0,1.245011568069458
2.0,18.0,1.245011568069458
2.0,18.0,1.245011568069458
2.0,18.0,1.245011568069458
2.0,18.0,1.7676619291305542
2.0,18.0,1.7676619291305542
2.0,18.0,1.7676619291305542
2.0,18.0,1.0704187154769897
2.0,18.0,1.0704187154769897
2.0,18.0,1.0704187154769897
2.0,18.0,1.4193153381347656
2.0,18.0,1.4193153381347656
2.0,18.0,1.4193153381347656
2.0,18.0,2.6389737129211426
2.0,18.0,2.6389737129211426
2.0,18.0,2.6389737129211426
2.0,18.0,1.1287758350372314
2.0,18.0,1.1287758350372314
2.0,18.0,1.1287758350372314
2.0,18.0,1.2853106260299683
2.0,18.0,1.2853106260299683
2.0,18.0,1.2853106260299683
2.0,18.0,1.2853106260299683
2.0,18.0,1.2853106260299683
2.0,18.0,1.0123324394226074
2.0,18.0,1.0123324394226074
2.0,18.0,1.0123324394226074
2.0,18.0,1.0123634338378906
2.0,18.0,1.0123634338378906
2.0,18.0,1.0123634338378906
2.0,18.0,1.7628129720687866
2.0,18.0,1.7628129720687866
2.0,18.0,1.7628129720687866
2.0,18.0,1.8216824531555176
2.0,18.0,1.8216824531555176
2.0,18.0,1.8216824531555176
2.0,18.0,1.8216824531555176
2.0,18.0,1.8216824531555176
2.0,18.0,1.0755118131637573
2.0,18.0,1.0755118131637573
2.0,18.0,1.0755118131637573
2.0,18.0,1.4238879680633545
2.0,18.0,1.4238879680633545
2.0,18.0,1.4238879680633545
2.0,18.0,1.012607455253601
2.0,18.0,1.012607455253601
2.0,18.0,1.012607455253601
2.0,18.0,1.9999712705612183
2.0,18.0,1.9999712705612183
2.0,18.0,1.9999712705612183
2.0,18.0,1.8381948471069336
2.0,18.0,1.8381948471069336
2.0,18.0,1.8381948471069336
2.0,18.0,1.8381948471069336
2.0,18.0,1.767516016960144
2.0,18.0,1.767516016960144
2.0,18.0,1.767516016960144
2.0,16.0,1.0049875974655151
2.0,16.0,1.0049875974655151
2.0,16.0,1.0049875974655151
2.0,16.0,2.2750720977783203
2.0,16.0,2.2750720977783203
2.0,16.0,2.2750720977783203
2.0,16.0,2.2750720977783203
2.0,18.0,1.2449275255203247
2.0,18.0,1.2449275255203247
2.0,16.0,1.2887786626815796
2.0,16.0,1.2887786626815796
2.0,16.0,1.2887786626815796
2.0,16.0,1.2887786626815796
2.0,16.0,1.2887786626815796
2.0,16.0,1.7052686214447021
2.0,16.0,1.7052686214447021
2.0,16.0,1.7052686214447021
2.0,18.0,1.7629177570343018
2.0,18.0,1.7629177570343018
2.0,18.0,1.7629177570343018
2.0,18.0,1.7629177570343018
2.0,16.0,1.2051105499267578
2.0,16.0,1.2051105499267578
2.0,16.0,1.2051105499267578
2.0,16.0,1.2051105499267578
2.0,16.0,1.2051105499267578
2.0,16.0,0.9983944892883301
2.0,16.0,0.9983944892883301
2.0,16.0,0.9983944892883301
2.0,16.0,0.9983944892883301
2.0,18.0,1.7312296628952026
2.0,18.0,1.7312296628952026
2.0,18.0,1.7312296628952026
2.0,18.0,1.833885669708252
2.0,18.0,1.833885669708252
2.0,18.0,1.833885669708252
2.0,18.0,1.833885669708252
2.0,18.0,1.8256924152374268
2.0,18.0,1.8256924152374268
2.0,18.0,1.8256924152374268
2.0,18.0,1.1288498640060425
2.0,18.0,1.1288498640060425
2.0,18.0,1.1288498640060425
2.0,18.0,2.692758798599243
2.0,18.0,2.692758798599243
2.0,18.0,2.692758798599243
2.0,18.0,2.692758798599243
2.0,18.0,2.692758798599243
2.0,18.0,2.692758798599243
2.0,18.0,2.692758798599243
2.0,18.0,2.692758798599243
2.0,18.0,1.8836629390716553
2.0,18.0,1.8836629390716553
2.0,18.0,1.8836629390716553
2.0,18.0,1.8836629390716553
2.0,16.0,1.5541900396347046
2.0,16.0,1.5541900396347046
2.0,16.0,1.5541900396347046
2.0,18.0,1.8888435363769531
2.0,18.0,1.8888435363769531
2.0,18.0,1.8888435363769531
2.0,18.0,1.8889154195785522
2.0,18.0,1.8889154195785522
2.0,18.0,1.8889154195785522
2.0,18.0,1.4192373752593994
2.0,18.0,1.4192373752593994
2.0,18.0,1.4192373752593994
2.0,18.0,1.9949380159378052
2.0,18.0,1.9949380159378052
2.0,18.0,1.9949380159378052
2.0,16.0,2.4497435092926025
2.0,16.0,2.4497435092926025
2.0,16.0,2.4497435092926025
2.0,18.0,1.7676814794540405
2.0,18.0,1.7676814794540405
2.0,18.0,1.7676814794540405
2.0,18.0,1.7676814794540405
2.0,18.0,1.7676814794540405
2.0,18.0,1.188146948814392
2.0,18.0,1.188146948814392
2.0,18.0,1.188146948814392
2.0,18.0,2.4553732872009277
2.0,18.0,2.4553732872009277
2.0,18.0,2.4553732872009277
2.0,18.0,2.4553732872009277
2.0,18.0,2.5218100547790527
2.0,18.0,2.5218100547790527
2.0,18.0,2.5218100547790527
2.0,18.0,2.5218100547790527
2.0,18.0,1.2437448501586914
2.0,18.0,1.2437448501586914
2.0,18.0,1.2437448501586914
2.0,18.0,1.2437448501586914
2.0,18.0,1.2437448501586914
2.0,18.0,2.358224391937256
2.0,18.0,2.358224391937256
2.0,18.0,2.358224391937256
2.0,18.0,2.358224391937256
2.0,18.0,2.358224391937256
2.0,18.0,2.358224391937256
2.0,18.0,2.3416953086853027
2.0,18.0,2.3416953086853027
2.0,18.0,2.3416953086853027
2.0,18.0,2.3416953086853027
2.0,18.0,2.3416953086853027
2.0,18.0,1.8827364444732666
2.0,18.0,1.8827364444732666
2.0,18.0,1.8827364444732666
2.0,18.0,2.522793769836426
2.0,18.0,2.522793769836426
2.0,18.0,2.522793769836426
2.0,18.0,2.522793769836426
2.0,18.0,1.3611551523208618
2.0,18.0,1.3611551523208618
2.0,18.0,1.3611551523208618
2.0,18.0,1.4196360111236572
2.0,18.0,1.4196360111236572
2.0,18.0,1.4196360111236572
2.0,18.0,1.4196360111236572
2.0,18.0,1.0125906467437744
2.0,18.0,1.0125906467437744
2.0,18.0,1.0125906467437744
2.0,18.0,1.8837604522705078
2.0,18.0,1.8837604522705078
2.0,18.0,1.8837604522705078
2.0,18.0,1.5352107286453247
2.0,18.0,1.5352107286453247
2.0,18.0,1.5352107286453247
2.0,18.0,1.1286306381225586
2.0,18.0,1.1286306381225586
2.0,18.0,1.1286306381225586
2.0,16.0,1.0165044069290161
2.0,16.0,1.0165044069290161
2.0,16.0,1.0165044069290161
2.0,16.0,1.0165044069290161
2.0,16.0,1.0165044069290161
2.0,18.0,2.532580614089966
2.0,18.0,2.532580614089966
2.0,18.0,2.532580614089966
2.0,18.0,2.532580614089966
2.0,18.0,2.532580614089966
2.0,18.0,1.3092995882034302
2.0,18.0,1.3092995882034302
2.0,18.0,1.3092995882034302
2.0,18.0,1.3092995882034302
2.0,18.0,1.3092995882034302
2.0,18.0,1.7676182985305786
2.0,18.0,1.7676182985305786
2.0,18.0,1.7676182985305786
2.0,18.0,2.575519323348999
2.0,18.0,2.575519323348999
2.0,18.0,2.575519323348999
2.0,18.0,2.575519323348999
2.0,18.0,2.575519323348999
2.0,16.0,1.1742641925811768
2.0,16.0,1.1742641925811768
2.0,16.0,1.1742641925811768
2.0,16.0,1.1742641925811768
2.0,18.0,1.0124870538711548
2.0,18.0,1.0124870538711548
2.0,18.0,1.0124870538711548
2.0,18.0,1.0124870538711548
2.0,18.0,1.7675126791000366
2.0,18.0,1.7675126791000366
2.0,18.0,1.7675126791000366
2.0,18.0,1.7675126791000366
2.0,18.0,1.012632966041565
2.0,18.0,1.012632966041565
2.0,18.0,1.012632966041565
2.0,18.0,1.7628223896026611
2.0,18.0,1.7628223896026611
2.0,18.0,1.7628223896026611
2.0,18.0,1.240067720413208
2.0,18.0,1.240067720413208
2.0,18.0,1.240067720413208
2.0,16.0,1.3146569728851318
2.0,16.0,1.3146569728851318
2.0,18.0,2.00008487701416
2.0,18.0,2.00008487701416
2.0,18.0,2.00008487701416
2.0,18.0,1.4594147205352783
2.0,18.0,1.4594147205352783
2.0,18.0,1.4594147205352783
2.0,18.0,1.5416996479034424
2.0,18.0,1.5416996479034424
2.0,18.0,1.5416996479034424
2.0,18.0,1.7251192331314087
2.0,18.0,1.7251192331314087
2.0,18.0,1.7251192331314087
2.0,18.0,1.7807157039642334
2.0,18.0,1.7807157039642334
2.0,18.0,1.7807157039642334
2.0,18.0,1.7807157039642334
2.0,16.0,2.454396963119507
2.0,16.0,2.454396963119507
2.0,16.0,2.454396963119507
2.0,16.0,2.454396963119507
2.0,16.0,2.161323308944702
2.0,16.0,2.161323308944702
2.0,16.0,2.161323308944702
2.0,18.0,2.0001137256622314
2.0,18.0,2.0001137256622314
2.0,18.0,2.0001137256622314
2.0,18.0,2.64497971534729
2.0,18.0,2.64497971534729
2.0,18.0,2.64497971534729
2.0,18.0,2.64497971534729
2.0,18.0,1.0111578702926636
2.0,18.0,1.0111578702926636
2.0,18.0,1.0111578702926636
2.0,18.0,1.0111578702926636
2.0,18.0,1.2400596141815186
2.0,18.0,1.2400596141815186
2.0,18.0,1.2400596141815186
2.0,18.0,1.2400596141815186
2.0,18.0,1.1288498640060425
2.0,18.0,1.1288498640060425
2.0,18.0,1.1288498640060425
2.0,18.0,1.1288498640060425
2.0,18.0,1.012380838394165
2.0,18.0,1.012380838394165
2.0,18.0,1.012380838394165
2.0,18.0,1.012380838394165
2.0,18.0,1.1184383630752563
2.0,18.0,1.1184383630752563
2.0,18.0,1.1184383630752563
2.0,18.0,1.2449947595596313
2.0,18.0,1.2449947595596313
2.0,18.0,1.2449947595596313
2.0,18.0,1.1286736726760864
2.0,18.0,1.1286736726760864
2.0,18.0,1.1286736726760864
2.0,18.0,2.639108180999756
2.0,18.0,2.639108180999756
2.0,18.0,2.639108180999756
2.0,18.0,1.3608531951904297
2.0,18.0,1.3608531951904297
2.0,18.0,1.3608531951904297
2.0,18.0,1.9999067783355713
2.0,18.0,1.9999067783355713
2.0,18.0,1.9999067783355713
2.0,18.0,1.1866180896759033
2.0,18.0,1.1866180896759033
2.0,18.0,1.1866180896759033
2.0,18.0,1.5328636169433594
2.0,18.0,1.5328636169433594
2.0,18.0,1.5328636169433594
2.0,18.0,1.5328636169433594
2.0,18.0,1.5328636169433594
2.0,18.0,1.772343635559082
2.0,18.0,1.772343635559082
2.0,18.0,1.772343635559082
2.0,18.0,1.302971363067627
2.0,18.0,1.302971363067627
2.0,18.0,1.302971363067627
2.0,18.0,1.007507562637329
2.0,18.0,1.007507562637329
2.0,18.0,1.007507562637329
2.0,18.0,1.007507562637329
2.0,18.0,2.0001354217529297
2.0,18.0,2.0001354217529297
2.0,18.0,2.0001354217529297
2.0,16.0,1.1324307918548584
2.0,16.0,1.1324307918548584
2.0,16.0,1.1324307918548584
2.0,18.0,1.0124567747116089
2.0,18.0,1.0124567747116089
2.0,18.0,1.0124567747116089
2.0,18.0,1.1286749839782715
2.0,18.0,1.1286749839782715
2.0,18.0,1.1286749839782715
2.0,18.0,1.1286749839782715
2.0,18.0,1.1286749839782715
2.0,18.0,1.3707940578460693
2.0,18.0,1.3707940578460693
2.0,18.0,1.3707940578460693
2.0,18.0,1.3707940578460693
2.0,18.0,1.3707940578460693
2.0,18.0,1.3707940578460693
2.0,18.0,1.3707940578460693
2.0,18.0,1.419287085533142
2.0,18.0,1.419287085533142
2.0,18.0,1.419287085533142
2.0,18.0,1.2300865650177002
2.0,18.0,1.2300865650177002
2.0,18.0,1.2300865650177002
2.0,18.0,1.2300865650177002
2.0,18.0,1.2300865650177002
2.0,18.0,1.8298488855361938
2.0,18.0,1.8298488855361938
2.0,18.0,1.8298488855361938
2.0,18.0,1.8298488855361938
2.0,18.0,2.6391794681549072
2.0,18.0,2.6391794681549072
2.0,18.0,2.6391794681549072
2.0,18.0,2.0580737590789795
2.0,18.0,2.0580737590789795
2.0,18.0,2.0580737590789795
2.0,18.0,2.0636165142059326
2.0,18.0,2.0636165142059326
2.0,18.0,2.0636165142059326
2.0,18.0,2.0636165142059326
2.0,18.0,2.0636165142059326
2.0,18.0,2.0636165142059326
2.0,18.0,2.2904648780822754
